Year,Trt_code,Date,SWD_obs,root_m,stage_group,baseline
2013,5,2013-09-04,86.8,1.05,Reproductive,49.508260294679175
2013,5,2013-09-06,72.2,1.05,Reproductive,48.62208161246652
2013,5,2013-09-17,29.6,1.05,Reproductive,2.7814909462120223
2013,6,2013-06-06,12.0,0.09,Early vegetative,15.299999999999997
2013,6,2013-06-10,10.2,0.13,Early vegetative,13.054462049097985
2013,6,2013-06-12,19.8,0.15,Early vegetative,16.897686183613505
2013,6,2013-06-14,1.2,0.17,Early vegetative,10.607137822247388
2013,6,2013-06-19,25.7,0.22,Early vegetative,20.920033303328758
2013,6,2013-06-21,5.5,0.24,Early vegetative,13.815084990380718
2013,6,2013-06-25,32.3,0.29,Early vegetative,23.52086011444485
2013,6,2013-06-27,9.3,0.32,Early vegetative,21.889631016376605
2013,6,2013-06-30,40.0,0.365,Early vegetative,30.732905377663943
2013,6,2013-07-02,15.3,0.395,Early vegetative,28.39161991193222
2013,6,2013-07-04,52.4,0.425,Early vegetative,36.70285795981187
2013,6,2013-07-09,49.9,0.5,Early vegetative,40.2084492106673
2013,6,2013-07-11,30.2,0.54,Early vegetative,24.596351378217232
2013,6,2013-07-14,28.6,0.6,Early vegetative,26.271118208026298
2013,6,2013-07-15,39.4,0.62,Late vegetative,31.193748551249744
2013,6,2013-07-17,9.3,0.66,Late vegetative,21.322109864388768
2013,6,2013-07-18,30.1,0.68,Late vegetative,24.783953609303165
2013,6,2013-07-23,54.6,0.78,Late vegetative,35.62520423470292
2013,6,2013-07-25,12.8,0.82,Early vegetative,11.55127196992355
2013,6,2013-07-28,39.6,0.88,Early vegetative,22.50233855352798
2013,6,2013-07-30,2.9,0.91,Early vegetative,3.041256335416815
2013,6,2013-08-01,31.8,0.93,Reproductive,15.451804659596407
2013,6,2013-08-06,19.0,0.965,Reproductive,14.81166702014179
2013,6,2013-08-08,3.8,0.975,Reproductive,1.9551672622300835
2013,6,2013-08-11,46.0,0.99,Reproductive,15.695982027526563
2013,6,2013-08-13,6.8,1.0,Reproductive,1.4944420274893402
2013,6,2013-08-15,29.1,1.01,Reproductive,11.68269537734341
2013,6,2013-08-20,68.8,1.035,Reproductive,35.40948389592207
2013,6,2013-08-22,49.0,1.045,Reproductive,23.32569928227823
2013,6,2013-08-25,74.9,1.05,Reproductive,36.14541994446105
2013,6,2013-08-27,53.5,1.05,Reproductive,36.100819976810676
2013,6,2013-08-29,78.3,1.05,Reproductive,43.984561889412774
2013,6,2013-09-04,97.0,1.05,Reproductive,67.11410572792401
2013,6,2013-09-06,96.4,1.05,Reproductive,75.39399334441387
2013,6,2013-09-17,33.1,1.05,Reproductive,23.978001042777194
2013,7,2013-06-06,13.0,0.09,Early vegetative,15.299999999999997
2013,7,2013-06-10,18.3,0.13,Early vegetative,13.836246261737713
2013,7,2013-06-12,22.5,0.15,Early vegetative,17.567447509476853
2013,7,2013-06-14,0.7,0.17,Early vegetative,11.22600789011887
2013,7,2013-06-19,19.3,0.22,Early vegetative,21.328621720489682
2013,7,2013-06-21,6.3,0.24,Early vegetative,14.034719806850259
2013,7,2013-06-25,33.3,0.29,Early vegetative,23.547560257987115
2013,7,2013-06-27,12.2,0.32,Early vegetative,23.873763904562978
2013,7,2013-06-30,41.1,0.365,Early vegetative,31.94381149508752
2013,7,2013-07-02,22.0,0.395,Early vegetative,32.15865396034943
2013,7,2013-07-04,53.3,0.425,Early vegetative,39.68862975524333
2013,7,2013-07-09,47.7,0.5,Early vegetative,45.46549629178943
2013,7,2013-07-11,36.8,0.54,Early vegetative,36.991596112738065
2013,7,2013-07-14,37.1,0.6,Early vegetative,38.69476656034329
2013,7,2013-07-16,18.2,0.64,Early vegetative,35.45847140325803
2013,7,2013-07-18,50.5,0.68,Early vegetative,47.15812127667583
2013,7,2013-07-23,64.2,0.78,Early vegetative,60.58146118678274
2013,7,2013-07-25,43.7,0.82,Early vegetative,50.63111346531216
2013,7,2013-07-28,65.5,0.88,Early vegetative,61.63941421636541
2013,7,2013-07-30,13.0,0.91,Early vegetative,16.969467121741953
2013,7,2013-08-01,34.7,0.93,Reproductive,27.770369360273904
2013,7,2013-08-06,19.7,0.965,Reproductive,14.959751366111782
2013,7,2013-08-08,3.4,0.975,Reproductive,2.022766794432521
2013,7,2013-08-11,41.7,0.99,Reproductive,15.809330564121968
2013,7,2013-08-13,4.7,1.0,Reproductive,1.52743888086814
2013,7,2013-08-15,27.5,1.01,Reproductive,11.750867656653815
2013,7,2013-08-20,52.7,1.035,Reproductive,22.593406625155865
2013,7,2013-08-22,14.5,1.045,Reproductive,-3.599514677599388
2013,7,2013-08-25,41.1,1.05,Reproductive,12.650005991329973
2013,7,2013-08-27,13.0,1.05,Reproductive,4.2367637749232285
2013,7,2013-08-29,27.6,1.05,Reproductive,12.73717023446454
2013,7,2013-09-04,51.4,1.05,Reproductive,18.865171260558938
2013,7,2013-09-06,22.8,1.05,Reproductive,9.972353648015915
2013,7,2013-09-17,11.4,1.05,Reproductive,2.821174157566067
2013,8,2013-06-06,13.6,0.09,Early vegetative,15.299999999999997
2013,8,2013-06-10,13.0,0.13,Early vegetative,12.440302534204402
2013,8,2013-06-12,20.1,0.15,Early vegetative,16.395288320187476
2013,8,2013-06-14,-0.8,0.17,Early vegetative,8.908393219039784
2013,8,2013-06-19,20.9,0.22,Early vegetative,19.242139499386848
2013,8,2013-06-21,6.2,0.24,Early vegetative,12.15178000957837
2013,8,2013-06-25,33.9,0.29,Early vegetative,22.48152632475947
2013,8,2013-06-27,12.3,0.32,Early vegetative,23.23065403302968
2013,8,2013-06-30,42.2,0.365,Early vegetative,32.04651281465252
2013,8,2013-07-02,21.0,0.395,Early vegetative,32.79995539743205
2013,8,2013-07-04,52.8,0.425,Early vegetative,41.02175073442838
2013,8,2013-07-09,53.0,0.5,Early vegetative,47.428604751811726
2013,8,2013-07-11,41.3,0.54,Early vegetative,38.93536380517576
2013,8,2013-07-14,36.6,0.6,Early vegetative,40.62424226776997
2013,8,2013-07-16,20.5,0.64,Early vegetative,38.07888613859631
2013,8,2013-07-18,52.8,0.68,Early vegetative,49.76876432591924
2013,8,2013-07-23,67.2,0.78,Early vegetative,63.25247283804021
2013,8,2013-07-25,46.2,0.82,Early vegetative,53.29749628353259
2013,8,2013-07-28,64.1,0.88,Early vegetative,64.29453808791152
2013,8,2013-07-30,14.4,0.91,Early vegetative,19.61911806628092
2013,8,2013-08-01,37.9,0.93,Reproductive,30.41200998298019
2013,8,2013-08-06,15.6,0.965,Reproductive,14.947817652597735
2013,8,2013-08-08,6.9,0.975,Reproductive,1.9863841763641217
2013,8,2013-08-11,42.0,0.99,Reproductive,15.781363344699558
2013,8,2013-08-13,3.1,1.0,Reproductive,1.5167993461960632
2013,8,2013-08-15,26.4,1.01,Reproductive,11.739588343753134
2013,8,2013-08-20,53.7,1.035,Reproductive,25.600463259957255
2013,8,2013-08-22,21.3,1.045,Reproductive,4.469528488576771
2013,8,2013-08-25,52.9,1.05,Reproductive,17.373754386655726
2013,8,2013-08-27,24.6,1.05,Reproductive,11.295220123721995
2013,8,2013-08-29,46.4,1.05,Reproductive,19.245250399675243
2013,8,2013-09-04,67.3,1.05,Reproductive,24.262591431250918
2013,8,2013-09-06,43.5,1.05,Reproductive,18.351575822061655
2013,8,2013-09-17,17.5,1.05,Reproductive,2.8080392492513004
2013,9,2013-06-06,10.1,0.09,Early vegetative,15.299999999999997
2013,9,2013-06-10,14.9,0.13,Early vegetative,12.20845019016712
2013,9,2013-06-12,20.1,0.15,Early vegetative,16.300597457606884
2013,9,2013-06-14,-0.9,0.17,Early vegetative,8.853021727722357
2013,9,2013-06-19,23.0,0.22,Early vegetative,19.17099833576801
2013,9,2013-06-21,7.4,0.24,Early vegetative,12.083811685131671
2013,9,2013-06-25,33.4,0.29,Early vegetative,22.434083583908745
2013,9,2013-06-27,12.8,0.32,Early vegetative,23.2017038623503
2013,9,2013-06-30,42.3,0.365,Early vegetative,32.062400410156854
2013,9,2013-07-02,23.7,0.395,Early vegetative,32.84999118386236
2013,9,2013-07-04,51.8,0.425,Early vegetative,41.137316726266164
2013,9,2013-07-09,53.8,0.5,Early vegetative,48.03209259641204
2013,9,2013-07-11,38.3,0.54,Early vegetative,39.43902129454536
2013,9,2013-07-14,36.3,0.6,Early vegetative,41.128025910599064
2013,9,2013-07-16,19.0,0.64,Early vegetative,37.382750165645234
2013,9,2013-07-18,52.5,0.68,Early vegetative,49.0724764846883
2013,9,2013-07-23,65.1,0.78,Early vegetative,62.563820985986865
2013,9,2013-07-25,41.1,0.82,Early vegetative,52.60831970949849
2013,9,2013-07-28,66.8,0.88,Early vegetative,63.604086016675936
2013,9,2013-07-30,9.3,0.91,Early vegetative,18.82804533001191
2013,9,2013-08-01,36.6,0.93,Reproductive,29.620028630318664
2013,9,2013-08-06,19.9,0.965,Reproductive,14.946415532800545
2013,9,2013-08-08,5.0,0.975,Reproductive,1.9854011248666568
2013,9,2013-08-11,41.9,0.99,Reproductive,15.778988279848464
2013,9,2013-08-13,6.1,1.0,Reproductive,1.5157249537924695
2013,9,2013-08-15,23.9,1.01,Reproductive,11.738310407669456
2013,9,2013-08-20,62.8,1.035,Reproductive,35.13639107123662
2013,9,2013-08-22,35.0,1.045,Reproductive,19.903261059570717
2013,9,2013-08-25,63.7,1.05,Reproductive,32.8051577348333
2013,9,2013-08-27,40.1,1.05,Reproductive,30.72480270815252
2013,9,2013-08-29,63.8,1.05,Reproductive,38.67300624277131
2013,9,2013-09-04,79.8,1.05,Reproductive,49.625243732361895
2013,9,2013-09-06,62.8,1.05,Reproductive,48.71218132872186
2013,9,2013-09-17,23.3,1.05,Reproductive,2.834733935948192
2013,10,2013-06-06,8.0,0.09,Early vegetative,15.299999999999997
2013,10,2013-06-10,16.8,0.13,Early vegetative,12.169486967152093
2013,10,2013-06-12,23.9,0.15,Early vegetative,16.27872979951889
2013,10,2013-06-14,-0.1,0.17,Early vegetative,8.587866894639912
2013,10,2013-06-19,19.4,0.22,Early vegetative,18.871554870887387
2013,10,2013-06-21,8.2,0.24,Early vegetative,11.684480573237046
2013,10,2013-06-25,34.4,0.29,Early vegetative,22.19558630427145
2013,10,2013-06-27,12.1,0.32,Early vegetative,22.959654528422433
2013,10,2013-06-30,40.4,0.365,Early vegetative,31.94209857413411
2013,10,2013-07-02,24.9,0.395,Early vegetative,32.71057111070666
2013,10,2013-07-04,54.4,0.425,Early vegetative,41.096931305929104
2013,10,2013-07-09,54.4,0.5,Early vegetative,47.987877294656464
2013,10,2013-07-11,44.6,0.54,Early vegetative,39.39104395576336
2013,10,2013-07-14,38.6,0.6,Early vegetative,41.07724765396858
2013,10,2013-07-16,23.9,0.64,Early vegetative,37.93018545218977
2013,10,2013-07-18,55.6,0.68,Early vegetative,49.618026521850226
2013,10,2013-07-23,70.8,0.78,Early vegetative,62.926954586456624
2013,10,2013-07-25,51.2,0.82,Early vegetative,52.97040580814379
2013,10,2013-07-28,77.0,0.88,Early vegetative,63.96362633281201
2013,10,2013-07-30,20.9,0.91,Early vegetative,19.1863464577101
2013,10,2013-08-01,36.8,0.93,Reproductive,29.976515542728414
2013,10,2013-08-06,20.4,0.965,Reproductive,14.943709171487548
2013,10,2013-08-08,7.4,0.975,Reproductive,1.9834365348412368
2013,10,2013-08-11,37.1,0.99,Reproductive,15.774243448425405
2013,10,2013-08-13,3.3,1.0,Reproductive,1.5135801617945208
2013,10,2013-08-15,27.0,1.01,Reproductive,11.735759108361798
2013,10,2013-08-20,66.1,1.035,Reproductive,35.148592282018875
2013,10,2013-08-22,49.8,1.045,Reproductive,22.912594625921926
2013,10,2013-08-25,71.6,1.05,Reproductive,35.809839744259946
2013,10,2013-08-27,55.0,1.05,Reproductive,35.62584853845895
2013,10,2013-08-29,74.1,1.05,Reproductive,43.57040392871358
2013,10,2013-09-04,97.9,1.05,Reproductive,66.49097212261557
2013,10,2013-09-06,97.4,1.05,Reproductive,74.67346092944656
2013,10,2013-09-17,39.2,1.05,Reproductive,23.323275778796514
2013,11,2013-06-06,10.1,0.09,Early vegetative,15.299999999999997
2013,11,2013-06-10,12.9,0.13,Early vegetative,13.03609602825496
2013,11,2013-06-12,20.4,0.15,Early vegetative,16.88742914538292
2013,11,2013-06-14,1.6,0.17,Early vegetative,10.187699504587563
2013,11,2013-06-19,25.6,0.22,Early vegetative,20.647579060839018
2013,11,2013-06-21,3.2,0.24,Early vegetative,13.419733516535175
2013,11,2013-06-25,33.0,0.29,Early vegetative,23.27289558398848
2013,11,2013-06-27,35.8,0.32,Early vegetative,28.545008745128527
2013,11,2013-06-30,50.8,0.365,Early vegetative,35.87188501826468
2013,11,2013-07-02,23.3,0.395,Early vegetative,33.09588618630549
2013,11,2013-07-04,52.5,0.425,Early vegetative,40.30629556913466
2013,11,2013-07-09,52.6,0.5,Early vegetative,48.33180881145031
2013,11,2013-07-11,52.4,0.54,Early vegetative,46.00232567621138
2013,11,2013-07-14,52.5,0.6,Early vegetative,47.73792339318496
2013,11,2013-07-16,34.3,0.64,Early vegetative,47.72227905025497
2013,11,2013-07-18,65.6,0.68,Early vegetative,59.449450014720846
2013,11,2013-07-23,86.5,0.78,Early vegetative,77.0715429733352
2013,11,2013-07-25,57.4,0.82,Early vegetative,67.12351617860098
2013,11,2013-07-28,85.1,0.88,Early vegetative,77.67519923249921
2013,11,2013-07-30,15.3,0.91,Early vegetative,24.906570989537514
2013,11,2013-08-01,39.1,0.93,Reproductive,35.7107949015351
2013,11,2013-08-06,19.3,0.965,Reproductive,14.997003992404638
2013,11,2013-08-08,8.3,0.975,Reproductive,2.033104027037774
2013,11,2013-08-11,46.2,0.99,Reproductive,15.89459349031086
2013,11,2013-08-13,6.6,1.0,Reproductive,1.573865254698861
2013,11,2013-08-15,20.9,1.01,Reproductive,11.530197791051497
2013,11,2013-08-20,70.0,1.035,Reproductive,33.5896446353174
2013,11,2013-08-22,41.1,1.045,Reproductive,18.440478713030824
2013,11,2013-08-25,68.2,1.05,Reproductive,31.485516611895896
2013,11,2013-08-27,47.8,1.05,Reproductive,29.42185395859705
2013,11,2013-08-29,68.8,1.05,Reproductive,37.49077909045376
2013,11,2013-09-04,86.8,1.05,Reproductive,48.28184504894441
2013,11,2013-09-06,70.1,1.05,Reproductive,47.62806728165321
2013,11,2013-09-17,36.1,1.05,Reproductive,3.0056272668056057
2013,12,2013-06-06,12.2,0.09,Early vegetative,15.299999999999997
2013,12,2013-06-10,12.3,0.13,Early vegetative,9.684565573077546
2013,12,2013-06-12,20.3,0.15,Early vegetative,13.365131366082153
2013,12,2013-06-14,-1.6,0.17,Early vegetative,2.5097383636056114
2013,12,2013-06-19,21.7,0.22,Early vegetative,11.1905597349655
2013,12,2013-06-21,5.4,0.24,Early vegetative,4.309266979542001
2013,12,2013-06-25,36.5,0.29,Early vegetative,16.77064289174259
2013,12,2013-06-27,40.1,0.32,Early vegetative,23.73544073167804
2013,12,2013-06-30,50.6,0.365,Early vegetative,33.78523831070736
2013,12,2013-07-02,31.1,0.395,Early vegetative,34.82193251923582
2013,12,2013-07-04,58.2,0.425,Early vegetative,43.463796573889496
2013,12,2013-07-09,60.2,0.5,Early vegetative,55.04160179241867
2013,12,2013-07-11,60.8,0.54,Early vegetative,56.49519989293842
2013,12,2013-07-14,54.6,0.6,Early vegetative,57.97998805547509
2013,12,2013-07-16,45.0,0.64,Early vegetative,60.70107838507395
2013,12,2013-07-18,68.5,0.68,Early vegetative,67.85669457596819
2013,12,2013-07-23,86.0,0.78,Early vegetative,80.21317979591673
2013,12,2013-07-25,70.5,0.82,Early vegetative,76.2011929377463
2013,12,2013-07-28,88.9,0.88,Early vegetative,83.69981978119922
2013,12,2013-07-30,22.6,0.91,Early vegetative,30.70905335823029
2013,12,2013-08-01,43.4,0.93,Reproductive,41.19385603170695
2013,12,2013-08-06,23.7,0.965,Reproductive,18.735068953398606
2013,12,2013-08-08,7.2,0.975,Reproductive,3.8155151396163993
2013,12,2013-08-11,41.4,0.99,Reproductive,17.099911306840287
2013,12,2013-08-13,7.1,1.0,Reproductive,1.3460066363213183
2013,12,2013-08-15,28.7,1.01,Reproductive,11.099642779641012
2013,12,2013-08-20,66.7,1.035,Reproductive,32.13653189743995
2013,12,2013-08-22,47.3,1.045,Reproductive,19.71125625749439
2013,12,2013-08-25,73.2,1.05,Reproductive,32.333009607177026
2013,12,2013-08-27,53.5,1.05,Reproductive,32.055445305094025
2013,12,2013-08-29,74.6,1.05,Reproductive,39.82234247130289
2013,12,2013-09-04,97.0,1.05,Reproductive,59.73791069103203
2013,12,2013-09-06,96.0,1.05,Reproductive,67.07371390182794
2013,12,2013-09-17,43.2,1.05,Reproductive,15.173594074057972
