Year,Trt_code,Date,SWD_obs,root_m,stage_group,prior,baseline,fold
2012,1,2012-07-31,49.3,1.05,Reproductive,28.77182215955225,20.558224773239438,2013->2012
2012,1,2012-08-02,10.4,1.05,Reproductive,13.693142309644042,2.7504876906341105,2013->2012
2012,1,2012-08-05,56.0,1.05,Reproductive,27.891514228915046,20.112558215228248,2013->2012
2012,1,2012-08-07,21.4,1.05,Reproductive,19.08612040207919,0.4082539651184089,2013->2012
2012,1,2012-08-09,42.8,1.05,Reproductive,31.519387469082762,12.740218467387201,2013->2012
2012,1,2012-08-14,43.7,1.05,Reproductive,28.751970195463976,16.700986647672075,2013->2012
2012,1,2012-08-16,16.1,1.05,Grain filling,12.500372176714773,0.7930236666264056,2013->2012
2012,1,2012-08-20,55.4,1.05,Grain filling,27.2284783098869,15.566425983090124,2013->2012
2012,1,2012-08-22,17.5,1.05,Grain filling,19.089564719803736,1.5315813641440221,2013->2012
2012,1,2012-08-27,68.5,1.05,Grain filling,34.83494647043208,19.96171321057572,2013->2012
2012,1,2012-08-29,20.4,1.05,Grain filling,23.087835420993848,1.027380267208285,2013->2012
2012,1,2012-09-04,67.9,1.05,Grain filling,38.901150984860244,20.234520182044168,2013->2012
2012,1,2012-09-06,17.1,1.05,Grain filling,13.082349152425245,-0.49809804628562826,2013->2012
2012,2,2012-05-25,6.3,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,2,2012-05-31,6.9,0.335,Early vegetative,3.708363512664308,7.828238443104226,2013->2012
2012,2,2012-06-05,20.9,0.41,Early vegetative,20.094783847217762,22.148974604751324,2013->2012
2012,2,2012-06-07,0.9,0.44,Early vegetative,-7.89487597310188,-7.70916491380166,2013->2012
2012,2,2012-06-08,1.9,0.455,Early vegetative,5.263236674503243,4.799356072071272,2013->2012
2012,2,2012-06-13,25.8,0.54,Early vegetative,19.28530073004036,18.474322590379714,2013->2012
2012,2,2012-06-15,10.7,0.58,Late vegetative,12.54280024140169,7.912692847389445,2013->2012
2012,2,2012-06-18,27.2,0.64,Early vegetative,25.353587873306008,20.59028117201348,2013->2012
2012,2,2012-06-20,11.9,0.68,Late vegetative,10.31260723473293,5.290115906203327,2013->2012
2012,2,2012-06-24,47.6,0.76,Late vegetative,40.04600320626331,33.49705467782773,2013->2012
2012,2,2012-06-26,15.6,0.8,Late vegetative,21.165501205774888,10.358393811640443,2013->2012
2012,2,2012-06-28,34.3,0.84,Late vegetative,30.429545752492466,21.74192824903611,2013->2012
2012,2,2012-07-03,48.7,0.92,Late vegetative,28.440391801591037,27.166836980764046,2013->2012
2012,2,2012-07-05,13.5,0.94,Early vegetative,8.98673703966884,4.597111941326478,2013->2012
2012,2,2012-07-10,17.7,0.97,Early vegetative,12.523947645146876,12.529729640281772,2013->2012
2012,2,2012-07-12,44.9,0.98,Early vegetative,27.69300978140334,25.10628814086142,2013->2012
2012,2,2012-07-17,29.9,1.005,Early vegetative,20.36492789096782,20.37434980330973,2013->2012
2012,2,2012-07-19,5.6,1.015,Late vegetative,5.06111323689352,4.8656560219813265,2013->2012
2012,2,2012-07-22,54.0,1.03,Late vegetative,26.45495608064216,26.420871996838613,2013->2012
2012,2,2012-07-24,3.6,1.04,Reproductive,11.734973337097573,4.729586705455456,2013->2012
2012,2,2012-07-26,30.6,1.05,Reproductive,18.219001363771095,16.438732267762415,2013->2012
2012,2,2012-07-31,43.0,1.05,Reproductive,21.839505507212966,20.55826782447347,2013->2012
2012,2,2012-08-02,6.6,1.05,Reproductive,5.974021820446795,2.6365253570285985,2013->2012
2012,2,2012-08-05,49.0,1.05,Reproductive,22.133275761011824,20.126683979064104,2013->2012
2012,2,2012-08-07,20.1,1.05,Reproductive,12.603492486613602,0.3935985064945568,2013->2012
2012,2,2012-08-09,36.0,1.05,Reproductive,27.624212218813405,12.739806468430855,2013->2012
2012,2,2012-08-14,52.7,1.05,Reproductive,41.395537150887044,22.35512200778056,2013->2012
2012,2,2012-08-16,63.5,1.05,Reproductive,55.65850946615008,30.93274760368721,2013->2012
2012,2,2012-08-20,78.0,1.05,Reproductive,72.42235588983421,43.76175947666334,2013->2012
2012,2,2012-08-22,58.7,1.05,Reproductive,67.98293412468462,36.5420134812209,2013->2012
2012,2,2012-08-27,92.5,1.05,Early vegetative,79.56961100373873,52.74528499103625,2013->2012
2012,2,2012-08-29,72.5,1.05,Early vegetative,76.55119990633159,43.271133032570646,2013->2012
2012,2,2012-09-04,92.8,1.05,Grain filling,91.28254645254978,60.227978984084295,2013->2012
2012,2,2012-09-06,97.7,1.05,Grain filling,93.24285320786687,61.48458782444367,2013->2012
2012,3,2012-05-25,7.1,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,3,2012-05-31,6.1,0.335,Early vegetative,3.7932670174807863,7.754826712134954,2013->2012
2012,3,2012-06-05,21.2,0.41,Early vegetative,19.92850132017786,22.102583702903175,2013->2012
2012,3,2012-06-07,4.7,0.44,Early vegetative,-6.4931643476158545,-5.637725833542106,2013->2012
2012,3,2012-06-08,0.8,0.455,Early vegetative,6.654693297568884,4.8334103354203535,2013->2012
2012,3,2012-06-13,24.8,0.54,Early vegetative,19.56617417561658,18.47701210807515,2013->2012
2012,3,2012-06-15,8.9,0.58,Late vegetative,12.4841397376603,7.994240141447993,2013->2012
2012,3,2012-06-18,29.9,0.64,Early vegetative,25.366319021608007,20.66102948088112,2013->2012
2012,3,2012-06-20,8.2,0.68,Late vegetative,11.474709868334198,5.103798788069635,2013->2012
2012,3,2012-06-24,46.3,0.76,Late vegetative,40.320238134271165,33.49083387745321,2013->2012
2012,3,2012-06-26,19.3,0.8,Late vegetative,29.289352381028326,18.35211566726743,2013->2012
2012,3,2012-06-28,36.2,0.84,Late vegetative,36.454320833341704,30.11194672816457,2013->2012
2012,3,2012-07-03,50.1,0.92,Early vegetative,40.44978686662731,33.537954136006675,2013->2012
2012,3,2012-07-05,31.6,0.94,Early vegetative,32.751919449257045,20.834563463291627,2013->2012
2012,3,2012-07-10,27.6,0.97,Early vegetative,26.52341303151262,14.703866439155078,2013->2012
2012,3,2012-07-12,54.9,0.98,Early vegetative,39.88995065649669,27.445069632895688,2013->2012
2012,3,2012-07-17,43.7,1.005,Early vegetative,37.6330530498339,20.299083279923693,2013->2012
2012,3,2012-07-19,21.2,1.015,Early vegetative,28.24671500338979,7.654286406830546,2013->2012
2012,3,2012-07-22,69.2,1.03,Early vegetative,45.68345098505161,28.329151878411402,2013->2012
2012,3,2012-07-24,7.7,1.04,Reproductive,21.016323658422852,4.1329770923967875,2013->2012
2012,3,2012-07-26,34.5,1.05,Reproductive,25.051508625318654,16.519158276742925,2013->2012
2012,3,2012-07-31,46.0,1.05,Reproductive,27.21125669537328,20.56827620737387,2013->2012
2012,3,2012-08-02,6.4,1.05,Reproductive,10.262065253936887,2.649583276577908,2013->2012
2012,3,2012-08-05,51.2,1.05,Reproductive,24.177232595052732,20.1216469411615,2013->2012
2012,3,2012-08-07,20.9,1.05,Reproductive,14.72803871933584,0.39545125591499025,2013->2012
2012,3,2012-08-09,38.6,1.05,Reproductive,29.08931121207853,12.751896147966898,2013->2012
2012,3,2012-08-14,49.7,1.05,Reproductive,34.73456013084321,16.728043128501803,2013->2012
2012,3,2012-08-16,29.1,1.05,Reproductive,28.490616772571713,3.014009692276818,2013->2012
2012,3,2012-08-20,58.5,1.05,Reproductive,41.717219169107736,15.94267943659598,2013->2012
2012,3,2012-08-22,32.9,1.05,Reproductive,33.78297781721261,2.581104377374704,2013->2012
2012,3,2012-08-27,80.0,1.05,Grain filling,49.8868888220461,19.986642451885697,2013->2012
2012,3,2012-08-29,38.2,1.05,Grain filling,43.46274197473316,1.9618267999239982,2013->2012
2012,3,2012-09-04,81.8,1.05,Grain filling,57.96525391065545,20.08589977448364,2013->2012
2012,3,2012-09-06,35.7,1.05,Grain filling,38.56243974916773,0.08294266248365997,2013->2012
2012,4,2012-05-25,10.4,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,4,2012-05-31,7.0,0.335,Early vegetative,4.201566381433152,7.247384000442108,2013->2012
2012,4,2012-06-05,24.6,0.41,Early vegetative,20.707032928998764,21.745313139214787,2013->2012
2012,4,2012-06-07,6.8,0.44,Early vegetative,-4.565276037617508,-5.9831884160633235,2013->2012
2012,4,2012-06-08,3.1,0.455,Early vegetative,8.143318429090508,4.829380290935505,2013->2012
2012,4,2012-06-13,27.6,0.54,Early vegetative,21.821765186541658,18.507682460944366,2013->2012
2012,4,2012-06-15,14.8,0.58,Late vegetative,15.446224142166134,8.10170004331606,2013->2012
2012,4,2012-06-18,32.3,0.64,Early vegetative,29.487395239072335,20.783833146921804,2013->2012
2012,4,2012-06-20,16.1,0.68,Late vegetative,14.701528682411729,5.123103399100023,2013->2012
2012,4,2012-06-24,45.8,0.76,Late vegetative,45.197602648952504,33.62603344259388,2013->2012
2012,4,2012-06-26,24.4,0.8,Late vegetative,31.42568060975589,18.586549195486004,2013->2012
2012,4,2012-06-28,42.4,0.84,Late vegetative,39.98970683374061,30.246786137970318,2013->2012
2012,4,2012-07-03,54.1,0.92,Late vegetative,45.35423747355884,33.539783761247456,2013->2012
2012,4,2012-07-05,36.4,0.94,Late vegetative,37.20713381339526,20.836139495990512,2013->2012
2012,4,2012-07-10,32.2,0.97,Early vegetative,31.08532145096797,14.704963533511267,2013->2012
2012,4,2012-07-12,55.0,0.98,Early vegetative,44.48008705772633,27.445921773441473,2013->2012
2012,4,2012-07-17,43.4,1.005,Early vegetative,39.95904570761878,20.298476243154344,2013->2012
2012,4,2012-07-19,18.2,1.015,Late vegetative,29.06348976722513,7.4533294998628925,2013->2012
2012,4,2012-07-22,67.0,1.03,Late vegetative,44.572661640937156,28.127607677835663,2013->2012
2012,4,2012-07-24,7.8,1.04,Reproductive,19.343938224810795,4.114440788351969,2013->2012
2012,4,2012-07-26,32.7,1.05,Reproductive,24.24274037106982,16.518530518925566,2013->2012
2012,4,2012-07-31,43.5,1.05,Reproductive,26.025052656011987,20.568897614027073,2013->2012
2012,4,2012-08-02,7.4,1.05,Reproductive,8.338510148415839,2.6397325892603454,2013->2012
2012,4,2012-08-05,49.6,1.05,Reproductive,23.69089785315428,20.12371880272956,2013->2012
2012,4,2012-08-07,20.9,1.05,Reproductive,13.808022181153108,0.4129161711411991,2013->2012
2012,4,2012-08-09,35.4,1.05,Reproductive,28.65477937113494,12.751231538025813,2013->2012
2012,4,2012-08-14,51.1,1.05,Reproductive,38.37565875044787,19.07739988103634,2013->2012
2012,4,2012-08-16,39.1,1.05,Grain filling,38.13702898196725,12.462029541873154,2013->2012
2012,4,2012-08-20,62.1,1.05,Grain filling,51.451388616483385,25.303378904546765,2013->2012
2012,4,2012-08-22,36.8,1.05,Grain filling,45.57365882234662,14.088044095756315,2013->2012
2012,4,2012-08-27,74.5,1.05,Grain filling,57.44770573965218,30.324461026218945,2013->2012
2012,4,2012-08-29,42.2,1.05,Grain filling,51.61948481550655,15.955226384831779,2013->2012
2012,4,2012-09-04,74.7,1.05,Grain filling,63.848602994826614,32.91066532713313,2013->2012
2012,4,2012-09-06,79.4,1.05,Grain filling,70.7015331259417,34.200227636934926,2013->2012
2012,5,2012-05-25,8.4,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,5,2012-05-31,6.1,0.335,Early vegetative,3.9894826775585277,7.680640143469685,2013->2012
2012,5,2012-06-05,23.7,0.41,Early vegetative,20.16461395263382,22.055758567909102,2013->2012
2012,5,2012-06-07,5.2,0.44,Early vegetative,-5.232887421704428,-5.593883829431517,2013->2012
2012,5,2012-06-08,3.4,0.455,Early vegetative,7.391023398330785,4.83448231716617,2013->2012
2012,5,2012-06-13,25.4,0.54,Early vegetative,21.20817911663946,18.48054706607134,2013->2012
2012,5,2012-06-15,11.6,0.58,Early vegetative,13.99904790622032,8.076630730238811,2013->2012
2012,5,2012-06-18,30.7,0.64,Early vegetative,27.414355363949984,20.732842915030865,2013->2012
2012,5,2012-06-20,12.2,0.68,Late vegetative,13.367232118528365,5.214762927607706,2013->2012
2012,5,2012-06-24,48.3,0.76,Late vegetative,42.95977716880454,33.49759840009373,2013->2012
2012,5,2012-06-26,18.0,0.8,Late vegetative,31.70464043377644,18.458809095686675,2013->2012
2012,5,2012-06-28,41.4,0.84,Late vegetative,36.97656285341956,30.45580961321861,2013->2012
2012,5,2012-07-03,57.1,0.92,Late vegetative,43.45675068987401,34.24751283728849,2013->2012
2012,5,2012-07-05,35.5,0.94,Late vegetative,37.8102496751103,21.544138262485422,2013->2012
2012,5,2012-07-10,35.2,0.97,Early vegetative,31.06841085971769,15.413471640659228,2013->2012
2012,5,2012-07-12,57.7,0.98,Early vegetative,46.00190990037766,28.154690383554772,2013->2012
2012,5,2012-07-17,49.2,1.005,Early vegetative,42.13531973532972,20.299122350115656,2013->2012
2012,5,2012-07-19,26.1,1.015,Early vegetative,33.76128025192357,8.154347351421396,2013->2012
2012,5,2012-07-22,70.0,1.03,Early vegetative,50.90779499665533,28.82925009982136,2013->2012
2012,5,2012-07-24,8.5,1.04,Reproductive,24.0173034593952,4.1795110250355485,2013->2012
2012,5,2012-07-26,39.0,1.05,Reproductive,26.928816931971856,16.5195431187682,2013->2012
2012,5,2012-07-31,46.6,1.05,Reproductive,30.52137676695695,20.56974679818397,2013->2012
2012,5,2012-08-02,10.9,1.05,Reproductive,12.72558948096871,2.700243194668038,2013->2012
2012,5,2012-08-05,53.4,1.05,Reproductive,27.64695724744115,20.114267068546773,2013->2012
2012,5,2012-08-07,18.6,1.05,Reproductive,17.57292637557678,0.39408550321964897,2013->2012
2012,5,2012-08-09,37.4,1.05,Reproductive,29.372787683168585,12.751931889643451,2013->2012
2012,5,2012-08-14,54.2,1.05,Reproductive,42.601572535498576,21.979517662096583,2013->2012
2012,5,2012-08-16,65.5,1.05,Reproductive,56.961592404092826,30.53806641802365,2013->2012
2012,5,2012-08-20,77.7,1.05,Reproductive,74.05960420291765,43.36253285607387,2013->2012
2012,5,2012-08-22,56.7,1.05,Reproductive,68.76437824043774,36.247722046206135,2013->2012
2012,5,2012-08-27,85.9,1.05,Grain filling,78.94095279964608,52.44838579410764,2013->2012
2012,5,2012-08-29,60.8,1.05,Grain filling,72.95114242106962,42.97973572751214,2013->2012
2012,5,2012-09-04,89.1,1.05,Grain filling,83.81556110647884,59.91871443475203,2013->2012
2012,5,2012-09-06,90.0,1.05,Grain filling,87.80788219685165,61.18134906095842,2013->2012
2012,6,2012-05-25,11.4,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,6,2012-05-31,10.1,0.335,Early vegetative,6.414641426156916,8.983116448682956,2013->2012
2012,6,2012-06-05,24.8,0.41,Early vegetative,22.673420208127297,22.89324391206322,2013->2012
2012,6,2012-06-07,1.8,0.44,Early vegetative,-3.5348934347393524,-4.7503261193466715,2013->2012
2012,6,2012-06-08,0.7,0.455,Early vegetative,6.550615961221733,4.8447357842792265,2013->2012
2012,6,2012-06-13,27.2,0.54,Early vegetative,19.152648998901007,18.404828116164005,2013->2012
2012,6,2012-06-15,11.7,0.58,Late vegetative,13.76483029414514,8.00673092055446,2013->2012
2012,6,2012-06-18,31.2,0.64,Early vegetative,26.940252827488482,20.727241328453022,2013->2012
2012,6,2012-06-20,13.3,0.68,Late vegetative,13.437450103743677,5.1976843577379315,2013->2012
2012,6,2012-06-24,54.9,0.76,Late vegetative,43.136628506042065,33.739422161526484,2013->2012
2012,6,2012-06-26,27.6,0.8,Late vegetative,35.33010415879286,18.927764044239563,2013->2012
2012,6,2012-06-28,49.4,0.84,Late vegetative,43.55318187876106,30.970158378399926,2013->2012
2012,6,2012-07-03,68.8,0.92,Late vegetative,50.76096115314041,34.840035847458914,2013->2012
2012,6,2012-07-05,47.2,0.94,Early vegetative,47.37860639158118,22.137700487697657,2013->2012
2012,6,2012-07-10,43.2,0.97,Early vegetative,41.83940509920679,16.00899640604871,2013->2012
2012,6,2012-07-12,70.4,0.98,Early vegetative,55.42169438290529,28.751218843479172,2013->2012
2012,6,2012-07-17,60.4,1.005,Early vegetative,53.511660226081496,20.31421170389914,2013->2012
2012,6,2012-07-19,35.0,1.015,Late vegetative,45.46174997057202,8.589389535876617,2013->2012
2012,6,2012-07-22,87.4,1.03,Late vegetative,61.20822338003121,29.29461315927913,2013->2012
2012,6,2012-07-24,18.0,1.04,Reproductive,38.007075630851574,4.228944722468284,2013->2012
2012,6,2012-07-26,42.5,1.05,Reproductive,38.676684995766315,16.521928631922155,2013->2012
2012,6,2012-07-31,56.4,1.05,Reproductive,38.03562478993193,20.57158435984208,2013->2012
2012,6,2012-08-02,20.5,1.05,Reproductive,22.09690429832363,2.7782342749425464,2013->2012
2012,6,2012-08-05,63.8,1.05,Reproductive,37.1188832511974,20.10698416211257,2013->2012
2012,6,2012-08-07,29.2,1.05,Reproductive,27.525695576183004,0.3938690549158187,2013->2012
2012,6,2012-08-09,50.8,1.05,Reproductive,39.66766633340126,12.756881182617127,2013->2012
2012,6,2012-08-14,70.3,1.05,Reproductive,54.991381658042194,22.48948735364346,2013->2012
2012,6,2012-08-16,81.4,1.05,Grain filling,71.13949779133706,31.039962338043274,2013->2012
2012,6,2012-08-20,97.7,1.05,Grain filling,89.07935649874597,43.86034271204747,2013->2012
2012,6,2012-08-22,79.8,1.05,Grain filling,89.29140204813734,39.7475509862121,2013->2012
2012,6,2012-08-27,115.3,1.05,Grain filling,98.95650621119597,55.93422775716206,2013->2012
2012,6,2012-08-29,93.0,1.05,Grain filling,100.77809862013616,49.56783108739852,2013->2012
2012,6,2012-09-04,119.5,1.05,Grain filling,109.55180026753922,66.47217464876945,2013->2012
2012,6,2012-09-06,120.4,1.05,Grain filling,115.08971071745106,67.68833108460025,2013->2012
2012,7,2012-05-25,7.3,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,7,2012-05-31,8.5,0.335,Early vegetative,3.834567334832233,7.754826712134954,2013->2012
2012,7,2012-06-05,21.6,0.41,Early vegetative,21.002917515544027,22.102583702903175,2013->2012
2012,7,2012-06-07,6.6,0.44,Early vegetative,-6.208392751003108,-5.728301231102752,2013->2012
2012,7,2012-06-08,3.2,0.455,Early vegetative,7.464217799579771,4.831740557051421,2013->2012
2012,7,2012-06-13,26.1,0.54,Early vegetative,21.14188023093545,18.477027215607674,2013->2012
2012,7,2012-06-15,14.8,0.58,Early vegetative,18.86239744259572,12.487062403408999,2013->2012
2012,7,2012-06-18,30.3,0.64,Early vegetative,30.89311348530182,24.514174925185504,2013->2012
2012,7,2012-06-20,18.1,0.68,Late vegetative,23.377616138104496,16.473406029573894,2013->2012
2012,7,2012-06-24,52.9,0.76,Late vegetative,49.065735091750255,42.919275395166466,2013->2012
2012,7,2012-06-26,30.2,0.8,Late vegetative,42.88100964886763,34.26384241725204,2013->2012
2012,7,2012-06-28,48.4,0.84,Late vegetative,48.43519008218968,45.87316221405653,2013->2012
2012,7,2012-07-03,62.2,0.92,Late vegetative,58.21833157575565,55.355444156096496,2013->2012
2012,7,2012-07-05,51.1,0.94,Late vegetative,52.58081436414568,47.57933036466815,2013->2012
2012,7,2012-07-10,41.7,0.97,Early vegetative,45.82768828859593,41.255018185490506,2013->2012
2012,7,2012-07-12,66.3,0.98,Early vegetative,56.57517168156594,54.02250105871628,2013->2012
2012,7,2012-07-17,59.1,1.005,Early vegetative,60.7171441077078,53.03165954827064,2013->2012
2012,7,2012-07-19,43.2,1.015,Late vegetative,52.392040578422424,45.50289899112183,2013->2012
2012,7,2012-07-22,84.8,1.03,Late vegetative,68.75369611135044,66.51067646631525,2013->2012
2012,7,2012-07-24,12.4,1.04,Reproductive,35.24932650249498,24.866600787860662,2013->2012
2012,7,2012-07-26,43.1,1.05,Reproductive,34.41816926916478,35.41774441649815,2013->2012
2012,7,2012-07-31,49.9,1.05,Reproductive,36.15014179563889,32.80272021093254,2013->2012
2012,7,2012-08-02,10.2,1.05,Reproductive,16.63110257505964,6.411807055605273,2013->2012
2012,7,2012-08-05,56.0,1.05,Reproductive,29.224674121030205,22.209501548740896,2013->2012
2012,7,2012-08-07,19.8,1.05,Reproductive,19.710488893885422,0.42427004488078424,2013->2012
2012,7,2012-08-09,41.8,1.05,Reproductive,31.095161626195498,12.848150998266409,2013->2012
2012,7,2012-08-14,47.8,1.05,Reproductive,37.98554946224026,16.86912966980361,2013->2012
2012,7,2012-08-16,30.3,1.05,Reproductive,38.431793671446634,12.412862828188665,2013->2012
2012,7,2012-08-20,62.4,1.05,Reproductive,47.1592490644256,25.193320486064678,2013->2012
2012,7,2012-08-22,30.6,1.05,Reproductive,38.614017389602004,9.031427917012698,2013->2012
2012,7,2012-08-27,79.2,1.05,Grain filling,50.99788430872583,25.308039192900434,2013->2012
2012,7,2012-08-29,37.1,1.05,Grain filling,43.5856144774462,3.798922748115766,2013->2012
2012,7,2012-09-04,80.2,1.05,Grain filling,57.29317980397096,20.719310428556053,2013->2012
2012,7,2012-09-06,39.0,1.05,Grain filling,37.45060144744931,0.17977964456792425,2013->2012
2012,8,2012-05-25,9.4,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,8,2012-05-31,10.0,0.335,Early vegetative,4.8571332404728045,8.114329251862346,2013->2012
2012,8,2012-06-05,25.0,0.41,Early vegetative,22.16171246669966,22.3687178827077,2013->2012
2012,8,2012-06-07,4.4,0.44,Early vegetative,-3.630130202269094,-5.25989717539414,2013->2012
2012,8,2012-06-08,1.2,0.455,Early vegetative,7.472386910559111,4.838699883355896,2013->2012
2012,8,2012-06-13,24.8,0.54,Early vegetative,20.116042872053974,18.452904071354766,2013->2012
2012,8,2012-06-15,14.9,0.58,Late vegetative,17.55601151097535,12.465409292046877,2013->2012
2012,8,2012-06-18,30.2,0.64,Early vegetative,30.092648073942136,24.467172159055885,2013->2012
2012,8,2012-06-20,18.3,0.68,Late vegetative,23.054130093754402,16.528736012948507,2013->2012
2012,8,2012-06-24,52.4,0.76,Late vegetative,48.77857841019596,43.19599662915853,2013->2012
2012,8,2012-06-26,33.6,0.8,Late vegetative,42.48192516992456,34.72876091564156,2013->2012
2012,8,2012-06-28,51.9,0.84,Late vegetative,49.85934964103264,46.3401786518361,2013->2012
2012,8,2012-07-03,65.0,0.92,Late vegetative,60.823465956116806,55.918093396287475,2013->2012
2012,8,2012-07-05,53.4,0.94,Late vegetative,55.42254660351813,48.24255788475003,2013->2012
2012,8,2012-07-10,43.1,0.97,Early vegetative,48.45066152903829,41.91933440817814,2013->2012
2012,8,2012-07-12,65.2,0.98,Early vegetative,58.599468980830814,54.68737289432167,2013->2012
2012,8,2012-07-17,57.2,1.005,Early vegetative,61.07540454828097,53.598257390620965,2013->2012
2012,8,2012-07-19,41.9,1.015,Late vegetative,52.016519191671534,46.47027711352746,2013->2012
2012,8,2012-07-22,82.0,1.03,Late vegetative,67.90355845787938,67.47938305656344,2013->2012
2012,8,2012-07-24,19.0,1.04,Reproductive,33.5066064844026,25.936271277337344,2013->2012
2012,8,2012-07-26,40.1,1.05,Reproductive,36.84320244295988,36.48638099276024,2013->2012
2012,8,2012-07-31,48.4,1.05,Reproductive,35.944973736241415,33.96940675290938,2013->2012
2012,8,2012-08-02,11.5,1.05,Reproductive,15.986869767699936,7.779415551864137,2013->2012
2012,8,2012-08-05,51.7,1.05,Reproductive,29.54431034929737,23.57645477575578,2013->2012
2012,8,2012-08-07,21.9,1.05,Reproductive,17.830193331444995,1.0691915403792374,2013->2012
2012,8,2012-08-09,35.1,1.05,Reproductive,31.215891445389612,12.937671662368878,2013->2012
2012,8,2012-08-14,52.1,1.05,Reproductive,40.32084034384327,20.092705894794136,2013->2012
2012,8,2012-08-16,37.7,1.05,Grain filling,39.76051984941868,13.637001120225982,2013->2012
2012,8,2012-08-20,66.2,1.05,Grain filling,51.521326396436905,26.411609715599063,2013->2012
2012,8,2012-08-22,37.3,1.05,Grain filling,47.70521443771724,15.250838477136943,2013->2012
2012,8,2012-08-27,79.3,1.05,Early vegetative,58.70312875142221,31.385470113289063,2013->2012
2012,8,2012-08-29,47.9,1.05,Early vegetative,54.69976493042407,17.077625889681954,2013->2012
2012,8,2012-09-04,81.3,1.05,Grain filling,68.04826122325181,33.795947315852686,2013->2012
2012,8,2012-09-06,85.7,1.05,Grain filling,76.07918785801353,35.07899836724263,2013->2012
2012,9,2012-05-25,10.6,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
2012,9,2012-05-31,6.1,0.335,Early vegetative,5.343446554486238,8.187551780296594,2013->2012
2012,9,2012-06-05,20.4,0.41,Early vegetative,20.51868303513171,22.415134057836646,2013->2012
2012,9,2012-06-07,3.3,0.44,Early vegetative,-6.55399119685376,-5.2137312505196665,2013->2012
2012,9,2012-06-08,0.4,0.455,Early vegetative,6.110334343261476,4.8392959881210915,2013->2012
2012,9,2012-06-13,24.0,0.54,Early vegetative,19.02914357114648,18.44898063683494,2013->2012
2012,9,2012-06-15,14.7,0.58,Late vegetative,16.1375743795902,12.515945370219187,2013->2012
2012,9,2012-06-18,30.3,0.64,Early vegetative,29.014305124575984,24.489457099588346,2013->2012
2012,9,2012-06-20,21.2,0.68,Late vegetative,24.917672782925223,18.851538844514888,2013->2012
2012,9,2012-06-24,50.0,0.76,Late vegetative,51.03474663600798,45.11740694636873,2013->2012
2012,9,2012-06-26,32.4,0.8,Late vegetative,42.16687704968265,36.673736529883534,2013->2012
2012,9,2012-06-28,50.4,0.84,Late vegetative,49.08082357953151,48.26923837391763,2013->2012
2012,9,2012-07-03,61.5,0.92,Late vegetative,59.69214465376215,57.79937975110316,2013->2012
2012,9,2012-07-05,48.6,0.94,Early vegetative,53.044596100906155,50.130467067698596,2013->2012
2012,9,2012-07-10,41.1,0.97,Early vegetative,44.735928998210866,43.76861886143162,2013->2012
2012,9,2012-07-12,62.0,0.98,Early vegetative,55.70930098900116,56.543015823536145,2013->2012
2012,9,2012-07-17,56.9,1.005,Early vegetative,57.975688488731365,55.47364970889991,2013->2012
2012,9,2012-07-19,42.3,1.015,Late vegetative,50.33569389400429,48.35459646975904,2013->2012
2012,9,2012-07-22,80.8,1.03,Late vegetative,67.30729882682513,69.37890006689067,2013->2012
2012,9,2012-07-24,15.5,1.04,Reproductive,32.6526663049982,27.846814602236634,2013->2012
2012,9,2012-07-26,43.2,1.05,Reproductive,34.699920807141,38.385005020699204,2013->2012
2012,9,2012-07-31,51.0,1.05,Reproductive,36.42049306568991,35.8456351652088,2013->2012
2012,9,2012-08-02,15.9,1.05,Reproductive,17.425961958355305,9.566188721604743,2013->2012
2012,9,2012-08-05,55.0,1.05,Reproductive,32.45787479086189,25.355099957911868,2013->2012
2012,9,2012-08-07,22.9,1.05,Reproductive,20.838552935396958,2.470442458988325,2013->2012
2012,9,2012-08-09,42.6,1.05,Reproductive,33.22180675722652,13.829273737532322,2013->2012
2012,9,2012-08-14,56.2,1.05,Reproductive,47.577775026101314,23.510584748550315,2013->2012
2012,9,2012-08-16,49.3,1.05,Reproductive,48.440755799653424,20.06887579840512,2013->2012
2012,9,2012-08-20,72.4,1.05,Reproductive,61.61976005262032,32.81213882745572,2013->2012
2012,9,2012-08-22,54.4,1.05,Reproductive,59.95605351336587,25.764205543555743,2013->2012
2012,9,2012-08-27,88.1,1.05,Grain filling,73.28390432443162,41.84218331247587,2013->2012
2012,9,2012-08-29,62.3,1.05,Grain filling,71.49199711714394,32.64893639866175,2013->2012
2012,9,2012-09-04,87.9,1.05,Grain filling,83.58682203604215,49.28649733598319,2013->2012
2012,9,2012-09-06,91.0,1.05,Grain filling,87.1130283207596,50.53386777362839,2013->2012
2012,10,2012-05-25,9.9,0.25,Early vegetative,17.73044451931428,17.73044451931428,2013->2012
