config,Year,Trt_code,Date,SWD_AC,Canopy_AC,SWD_obs,SWD_USDA,root_raw,stage,dap,gdd_cum,z_root_m,canopy_cover_frac,Es_mm,Tr_mm,DeepPerc_mm,Tmean,Tmax,Tmin,ETo,Rain,Irr,irr7,irr14,rain7,rain14,eto7,eto14,days_since_irr,cum_irr,cum_rain,cum_eto,LV,GF
z105_i85,2012,1,2012-06-26,10.34259420382281,75.10952483268906,19.4,18.4,800.0,,58.0,561.801,0.6585552842662803,0.896919327428976,0.3723879327129891,7.440160562024491,0.0,28.306666666666672,37.25,16.09,7.472974664793583,0.0,0.0,40.1,106.1,0.5080000000000018,2.54,53.71015183933196,105.67979118207586,1,160.5,81.792,713.3635043802497,100,100
z105_i85,2012,1,2012-06-28,21.72626321216176,80.21133641044031,41.9,33.1,840.0,V12,60.0,591.336,0.6753932871099155,0.9110453387434764,0.1100703976544939,6.272020239907035,0.0,24.32625,34.52,13.56,6.2561836575041525,0.0,0.0,40.1,70.70000000000002,0.7620000000000018,2.794,50.84179320765543,101.80644079481135,3,160.5,82.046,724.9832369435753,100,100
z105_i85,2012,1,2012-07-03,27.167240372176742,87.50655848185257,55.8,40.0,920.0,V14,65.0,662.6260000000001,0.7169063175072954,0.933648053024096,0.0589566504856161,5.896899246444858,0.0,25.039583333333336,32.41,15.54,5.87383146584034,0.0,0.0,40.1,80.20000000000002,0.5080000000000018,1.016,45.71502533683088,99.42517717616283,4,200.6,82.30000000000001,759.0785297170805,100,100
z105_i85,2012,1,2012-07-05,4.82733471185234,89.09302024687695,20.8,15.9,940.0,V14,67.0,693.686,0.7332927636204041,0.9385702457797532,0.1334189008433759,6.554662107415961,6.508340729979955,25.224166666666665,34.58,20.3,6.544412738876417,0.0,0.0,84.2,124.30000000000001,0.2540000000000018,1.016,47.75981212122133,98.60160532887676,1,244.7,82.30000000000001,772.7430490647967,100,100
z105_i85,2012,1,2012-07-10,12.533797325291475,90.70271030871142,22.9,24.5,970.0,V17,72.0,760.8460000000001,0.7737531436190817,0.9588257236290676,0.0404713941320784,6.433604448108533,0.2153347310890009,21.675,27.29,16.38,6.4338582856580615,0.0,0.0,44.1,84.20000000000002,34.038000000000004,34.546,40.090822093723546,85.80584743055442,6,244.7,116.33800000000001,799.1693518108041,100,100
z105_i85,2012,1,2012-07-12,25.106307504829324,90.70271030871142,50.7,42.5,980.0,V18,74.0,789.4460000000001,0.7897459385664269,0.9588257236290676,0.0398695054653175,6.301916305429742,0.0018521742028205,24.383333333333336,32.6,15.32,6.338174248358882,0.0,0.0,0.0,84.20000000000002,34.038000000000004,34.292,38.893111015052455,86.65292313627378,8,244.7,116.33800000000001,811.6361600798491,100,100
z105_i85,2012,1,2012-07-17,20.374890741928755,90.70271030871142,35.6,38.8,1005.0,,79.0,862.9560000000002,0.8292820668494585,0.9588257236290676,0.0391025352773347,6.092398269682325,0.0211154748919299,23.698333333333334,31.26,16.76,6.216246709052939,0.0,0.0,48.9,93.0,6.096000000000004,40.134,46.0865016479047,86.17732374162824,4,293.59999999999997,122.43400000000001,845.2558534587088,100,100
z105_i85,2012,1,2012-07-19,5.188691723219214,90.70271030871142,12.2,25.1,1015.0,VT,81.0,892.3710000000002,0.8449269196959719,0.9588257236290676,0.0413698381970686,6.408294114726852,3.6200938003865537,25.111666666666668,35.53,15.46,6.576686619489919,0.0,0.0,80.9,80.9,6.096000000000004,40.134,47.01472867524717,85.90783969029962,1,325.59999999999997,122.43400000000001,858.6508887550963,100,100
z105_i85,2012,1,2012-07-22,26.454171988429195,90.70271030871142,64.2,52.7,1030.0,,84.0,939.5560000000002,0.8682220072287179,0.9588257236290676,0.0443333697282928,6.807293670049245,0.0076217515642908,25.936666666666667,33.49,20.09,7.0478080697357655,0.0,0.0,32.0,80.9,6.096000000000004,6.096,47.3264156205114,92.55047468729845,4,325.59999999999997,122.43400000000001,879.683214561891,100,100
z105_i85,2012,1,2012-07-24,4.863273635966453,90.70271030871142,6.8,28.1,1040.0,,86.0,969.851,0.8836413454779724,0.9588257236290676,0.0441672690159559,6.741899885348113,7.067566339554354,25.595000000000002,34.36,16.07,7.02140254387632,0.0,0.0,74.5,123.4,0.0,6.096,48.58994729217375,94.67644894007844,1,368.09999999999997,122.43400000000001,893.8458007508825,100,100
z105_i85,2012,1,2012-07-26,16.44037887648619,90.70271030871142,38.5,48.4,1050.0,,88.0,998.341,0.8989751700926818,0.9588257236290676,0.0377121687083719,5.722503487309869,0.146776931442076,21.907916666666665,31.23,12.73,5.99521598694264,0.0,0.0,42.5,123.4,0.5080000000000036,6.604000000000001,46.43757181541878,93.45230049066595,3,368.09999999999997,122.94200000000001,905.088460570515,100,100
