variant,Year,Trt_code,Treatment,Date,dap,gdd_cum,z_root_m,canopy_cover_frac,biomass_t_ha,dry_yield_t_ha,Es_mm,Tr_mm,DeepPerc_mm,IrrDay_mm,SWD_AquaCrop_mm,SWD_obs,SWD_USDA,root_raw,stage
root_anchored,2013,6,80/40,2013-07-09,56.0,638.3279999999999,0.6396958724796131,0.7641810026971823,435.645352256197,0.0,0.0538821296782572,5.8671308340754855,0.0,0.0,52.276042318065635,49.9,47.0,500.0,
root_anchored,2013,6,80/40,2013-07-11,58.0,666.2129999999999,0.6566758028155273,0.8146538388667636,499.6161400363459,0.0,0.938924993741036,7.981528454499216,0.0,0.0,35.880960273257266,30.2,30.4,540.0,
root_anchored,2013,6,80/40,2013-07-14,61.0,709.9729999999998,0.681881511266117,0.865045439114388,598.7771659664727,0.0,0.35837465481288866,4.7624829610312345,0.0,0.0,36.42730845080971,28.6,35.4,600.0,
root_anchored,2013,6,80/40,2013-07-15,62.0,724.1879999999999,0.690215987927461,0.8749100823194064,632.2527482364752,0.0,0.28842879037687236,4.270398086348119,0.0,0.0,40.9861353275347,39.4,41.1,620.0,V14
root_anchored,2013,6,80/40,2013-07-17,64.0,750.7229999999998,0.7067879962757471,0.8938742126046171,699.6181357349378,0.0,0.39477659890343497,7.4386951113535815,0.0,0.0,30.355928043848866,9.3,33.6,660.0,
root_anchored,2013,6,80/40,2013-07-18,65.0,765.0529999999999,0.7150268360565424,0.9010165913750648,733.428436410038,0.0,0.2796661205613143,5.855976066685063,0.0,0.0,33.44357023109524,30.1,38.1,680.0,
root_anchored,2013,6,80/40,2013-07-23,70.0,831.6079999999998,0.7557735166021733,0.9198841174624866,902.6210209941968,0.1312178076700186,0.02994889527565348,5.558442228788736,0.0,0.0,42.65807671108193,54.6,53.9,780.0,
root_anchored,2013,6,80/40,2013-07-25,72.0,857.3679999999998,0.7718736621683286,0.9215648679177287,969.0783294545402,0.17984653013598326,0.09233514787090885,2.716436598342938,0.0,0.0,17.84695248969392,12.8,31.1,820.0,V18
root_anchored,2013,6,80/40,2013-07-28,75.0,889.0129999999998,0.7958237667804533,0.9215648679177287,1060.6748384739433,0.28302560944472016,0.07802868998359243,2.1926322584093443,0.0,0.0,27.676497576200266,39.6,46.4,880.0,
root_anchored,2013,6,80/40,2013-07-30,77.0,913.9979999999998,0.8116624219404376,0.9215648679177287,1126.1449990731164,0.38127040921002675,0.17479420780472055,5.2090118317042835,5.011251155979805,0.0,3.7372368182793156,2.9,19.6,910.0,
root_anchored,2013,6,80/40,2013-08-01,79.0,941.2129999999999,0.8274025853987055,0.9215648679177287,1192.2018527270125,0.5099687960130261,0.1471968387412612,4.3623379903404365,0.17978430329143713,0.0,15.4128524541951,31.8,32.6,930.0,R1
root_anchored,2013,6,80/40,2013-08-06,84.0,1010.4479999999998,0.8663425257779649,0.9215648679177287,1355.7397252357437,1.0142728764879383,0.17205200446109017,5.028087494579085,0.2210444797931742,0.0,14.763944302344726,19.0,20.8,965.0,
root_anchored,2013,6,80/40,2013-08-08,86.0,1031.6729999999998,0.8817618640272193,0.9215648679177287,1417.2323685770366,1.3080160760518602,0.09066746380883525,2.521725150716604,1.5298521874226112,0.0,1.9373226450275463,3.8,8.9,975.0,R2
root_anchored,2013,6,80/40,2013-08-11,89.0,1067.393,0.9047313103100201,0.9215648679177287,1511.9069780929146,1.8148777323368164,0.12204187057174681,3.5163163737133214,0.006067901645891973,0.0,15.615997713470021,46.0,27.3,990.0,
root_anchored,2013,6,80/40,2013-08-13,91.0,1089.558,0.9199414561671098,0.9215648679177287,1573.3871776919902,2.179705152903708,0.13627968394904189,3.7566839375262577,4.709228160307498,0.0,1.5061605374526357,6.8,12.9,1000.0,
root_anchored,2013,6,80/40,2013-08-15,93.0,1111.578,0.9350720297413064,0.9215648679177287,1634.3994884498854,2.566541647247813,0.1586306135935987,4.333451851528005,0.21043768640753768,0.0,11.619835068515393,29.1,24.8,1010.0,
root_anchored,2013,6,80/40,2013-08-20,98.0,1176.4379999999996,0.9725643262177717,0.9215648679177287,1791.52031445458,3.641710210637556,0.008952205439938356,4.982840366492372,1.1310575664331158e-06,0.0,35.75258721001625,68.8,57.5,1035.0,
root_anchored,2013,6,80/40,2013-08-22,100.0,1205.9279999999994,0.9874328226045852,0.9215648679177287,1853.7269402060542,4.111041902392014,0.1296675021863024,3.6185399916129435,9.571892827463113e-09,0.0,23.621187727589923,49.0,48.5,1045.0,
root_anchored,2013,6,80/40,2013-08-25,103.0,1247.3129999999996,1.0096037729842342,0.9215648679177287,1946.3493381364044,4.856472429696407,0.1573065722507663,4.350971726821179,7.399378768117726e-12,0.0,36.363645196255234,74.9,69.8,1050.0,
root_anchored,2013,6,80/40,2013-08-27,105.0,1277.0579999999995,1.0242990691177143,0.9215648679177287,2007.6392429587306,5.3807513696624545,0.17225505700980856,4.736057077084477,6.106226635438361e-14,0.0,36.258628338856454,53.5,69.5,1050.0,
root_anchored,2013,6,80/40,2013-08-29,107.0,1305.1229999999996,1.038928016180263,0.9215648679177287,2068.5624594093974,5.926653123290714,0.18766757562887784,5.12889906107913,0.0,0.0,44.08173988505192,78.3,77.7,1050.0,
root_anchored,2013,6,80/40,2013-09-04,113.0,1390.6479999999997,1.0462181011500051,0.8730988968874838,2241.2086412105737,7.664962574924827,0.015833994768357805,3.4516267759137156,0.0,0.0,67.17881966283389,97.0,90.6,1050.0,
root_anchored,2013,6,80/40,2013-09-06,115.0,1422.1629999999998,1.0462181011500051,0.8475048602493763,2293.8282023460997,8.26920833473576,0.023934768421779624,4.2288861931932775,0.0,0.0,75.5494194789287,96.4,93.9,1050.0,
root_anchored,2013,6,80/40,2013-09-17,126.0,1542.5729999999999,1.0462181011500051,0.5189636210912859,2487.5947701760915,11.49843123576838,0.8276544086673104,1.1642196604301687,0.0,0.0,24.066664256758582,33.1,38.0,1050.0,
root_anchored,2013,7,65/80,2013-06-06,23.0,201.63449999999995,0.3298381477900274,0.014686962024777032,5.807883656076449,0.0,0.4121976966798399,0.11904089772913938,0.0,0.0,22.3741866234739,13.0,11.3,90.0,
root_anchored,2013,7,65/80,2013-06-10,27.0,245.90299999999993,0.3716329768158321,0.026751277269898434,10.958283433664398,0.0,1.3396793533554128,0.30396945444248297,0.0,0.0,17.61485964086106,18.3,10.7,130.0,
root_anchored,2013,7,65/80,2013-06-12,29.0,273.1979999999999,0.3919165002920148,0.03357564147907213,14.813229318282549,0.0,0.898698550231589,0.5215708686158788,0.0,0.0,20.76666479336744,22.5,18.6,150.0,
root_anchored,2013,7,65/80,2013-06-14,31.0,300.41799999999995,0.41184274811810795,0.0462562804759604,19.97457579692958,0.0,5.183651768763565,0.6710328259713407,0.0,0.0,13.658576551783344,0.7,6.1,170.0,
root_anchored,2013,7,65/80,2013-06-19,36.0,362.613,0.46028895083906607,0.09252666324224132,41.05476545037415,0.0,0.619696139851327,1.3633923353984783,0.0,0.0,22.789224985044168,19.3,22.5,220.0,
root_anchored,2013,7,65/80,2013-06-21,38.0,391.698,0.4791824155179334,0.1277986033872302,54.68453899914147,0.0,3.0220393996702484,1.4149606600105926,0.0,0.0,15.472350133483392,6.3,10.7,240.0,
root_anchored,2013,7,65/80,2013-06-25,42.0,445.30299999999994,0.5162427594925265,0.22633539225938623,95.38433034907601,0.0,0.34422668502740933,2.334818829345597,0.0,0.0,26.073877393030408,33.3,27.2,290.0,
root_anchored,2013,7,65/80,2013-06-27,44.0,474.05299999999994,0.5344405528134383,0.3029356618295812,125.17502852004165,0.0,2.4670924858832217,3.9382861145429207,0.0,0.0,28.044707094079598,12.2,26.4,320.0,
root_anchored,2013,7,65/80,2013-06-30,47.0,516.9079999999999,0.5613588043136397,0.41505458382847205,181.34780603061265,0.0,0.08764279180514348,3.514934283934623,0.0,0.0,39.603574048390726,41.1,39.1,365.0,
root_anchored,2013,7,65/80,2013-07-02,49.0,540.3679999999999,0.5790685205413582,0.5294215801010934,227.13461341532175,0.0,2.3626180515021775,4.542761464372996,0.0,0.0,40.59300460975226,22.0,36.2,395.0,
root_anchored,2013,7,65/80,2013-07-04,51.0,565.6429999999999,0.5966013738835376,0.5523753414206007,275.4346191052323,0.0,0.047766257617366234,4.939430885350912,0.0,0.0,52.44808373732725,53.3,45.5,425.0,
root_anchored,2013,7,65/80,2013-07-09,56.0,638.3279999999999,0.6397069513143046,0.697281124249878,414.64661230284855,0.0,0.03709890164735017,4.890560088845004,0.0,0.0,58.24178845438072,47.7,49.8,500.0,
root_anchored,2013,7,65/80,2013-07-11,58.0,666.2129999999999,0.656665937824825,0.7649975713619361,475.88351387194797,0.0,1.2653616152403573,7.672310116299354,0.0,0.0,48.98013501874023,36.8,38.9,540.0,
root_anchored,2013,7,65/80,2013-07-14,61.0,709.9729999999998,0.6818716462754146,0.8326050289970741,572.3106008618066,0.0,0.47613854322028193,4.652348629574595,0.0,0.0,49.55242655373165,37.1,42.3,600.0,
root_anchored,2013,7,65/80,2013-07-16,63.0,736.2929999999999,0.6985080625376017,0.8620784957998932,638.26523306628,0.0,0.5679690651033327,7.278216224060409,0.0,0.0,45.56345053889912,18.2,39.5,640.0,
root_anchored,2013,7,65/80,2013-07-18,65.0,765.0529999999999,0.7150169710658401,0.8723018173627723,704.6086841714304,0.0,0.40289003360434383,5.743925056466094,0.0,0.0,56.507036488295455,50.5,51.3,680.0,
root_anchored,2013,7,65/80,2013-07-23,70.0,831.6079999999998,0.7557545502341456,0.8907171962560677,867.8746513793672,0.12723338781088211,0.02073477020166553,5.290650909281332,0.0,0.0,67.68985445820158,64.2,65.5,780.0,
root_anchored,2013,7,65/80,2013-07-25,72.0,857.3679999999998,0.7718507566107292,0.8936199643510778,933.1627580866823,0.17406196697769089,0.14907102117044305,2.6687610425698205,0.0,0.0,57.05733729592329,43.7,55.5,820.0,V18
root_anchored,2013,7,65/80,2013-07-28,75.0,889.0129999999998,0.7958008612228539,0.8936199643510778,1023.1669753887062,0.2745667325462247,0.12597387630448328,2.15470703790266,0.0,0.0,67.02363101850423,65.5,69.2,880.0,
root_anchored,2013,7,65/80,2013-07-30,77.0,913.9979999999998,0.8116395163828382,0.8936199643510778,1087.5131832643297,0.37031302706784447,0.28219753423211624,5.119807941128736,0.0,0.0,21.805590612642906,13.0,25.5,910.0,
root_anchored,2013,7,65/80,2013-08-01,79.0,941.2129999999999,0.827379679841106,0.8936199643510778,1152.4474102775707,0.4958333747618305,0.23764279984582273,4.288390864316344,0.0,0.0,32.2127502598068,34.7,38.1,930.0,R1
root_anchored,2013,7,65/80,2013-08-06,84.0,1010.4479999999998,0.8663196202203655,0.8936199643510778,1313.2563057399325,0.9882931983313169,0.2777703679566748,4.945081037713032,0.20782982965107108,0.0,14.911369661112046,19.7,22.0,965.0,
root_anchored,2013,7,65/80,2013-08-08,86.0,1031.6729999999998,0.8817389584696199,0.8936199643510778,1373.7421343259407,1.2753941021960546,0.14637861885284945,2.4805505265459873,1.417594776766084,0.0,2.0014724372375126,3.4,10.3,975.0,R2
root_anchored,2013,7,65/80,2013-08-11,89.0,1067.393,0.9047084047524206,0.8936199643510778,1466.8883582081953,1.7713213635977396,0.19703121391126513,3.459868269443223,0.006824216857856832,0.0,15.720719342180578,41.7,28.7,990.0,
root_anchored,2013,7,65/80,2013-08-13,91.0,1089.558,0.9199185506095103,0.8936199643510778,1527.3901581764155,2.128608768676378,0.22001753524531337,3.6970751989591624,4.685447803505545,0.0,1.5342909222325127,4.7,14.2,1000.0,
root_anchored,2013,7,65/80,2013-08-15,93.0,1111.578,0.935049124183707,0.8936199643510778,1587.4429461912175,2.507706902334064,0.25610212473317573,4.265505832844032,0.210071273320933,0.0,11.699429595665267,27.5,26.0,1010.0,
root_anchored,2013,7,65/80,2013-08-20,98.0,1176.4379999999996,0.9725414206601722,0.8936199643510778,1742.1451533706152,3.562590432408457,0.04924403759799227,4.9071018456048145,1.290543292518045e-06,0.0,22.593864826529224,52.7,45.0,1035.0,
root_anchored,2013,7,65/80,2013-08-22,100.0,1205.9279999999994,0.9874099170469858,0.8936199643510778,1803.4153674140778,4.023488568324801,0.20934245960765685,3.5642471114782044,0.021160376610239704,0.0,-3.6387927708061243,14.5,21.9,1045.0,
root_anchored,2013,7,65/80,2013-08-25,103.0,1247.3129999999996,1.0095808674266347,0.8936199643510778,1894.6664004489542,4.755953107916804,0.2539645184196638,4.286986184222199,0.10263708129360061,0.0,12.562310155834176,41.1,43.4,1050.0,
root_anchored,2013,7,65/80,2013-08-27,105.0,1277.0579999999995,1.0242761635601147,0.8936199643510778,1955.0642304519934,5.27139013652978,0.27809818733517444,4.6673636055556775,1.801930432777727,0.0,4.174153559768809,13.0,35.6,1050.0,
root_anchored,2013,7,65/80,2013-08-29,107.0,1305.1229999999996,1.0389051106226634,0.8936199643510778,2015.1131068388631,5.808301675945278,0.3029810184382911,5.055554515306325,0.07604477259668176,0.0,12.626989082837298,27.6,47.6,1050.0,
root_anchored,2013,7,65/80,2013-09-04,113.0,1390.6479999999997,1.0461951955924056,0.8466236423209781,2185.338832691423,7.519004086088948,0.0682692019078461,3.403865512528689,0.0016356764382314014,0.0,18.81739627517859,51.4,54.9,1050.0,
root_anchored,2013,7,65/80,2013-09-06,115.0,1422.1629999999998,1.0461951955924056,0.8218057017675112,2237.2341220038875,8.113899691057261,0.5465541489025183,4.170765883143557,1.3842254359373276e-05,0.0,9.84868366796028,22.8,48.6,1050.0,
root_anchored,2013,7,65/80,2013-09-17,126.0,1542.5729999999999,1.0461951955924056,0.5032269227308507,2428.2675763637385,11.292146756884225,0.8816055229193199,1.1459210502645805,2.1615993070553245,0.0,2.7674325993134032,11.4,6.4,1050.0,
root_anchored,2013,8,65/65,2013-06-06,23.0,201.63449999999995,0.3298381477900274,0.014686962024777032,5.807883656076449,0.0,0.4121976966798399,0.11904089772913938,0.0,0.0,22.3741866234739,13.6,11.6,90.0,
root_anchored,2013,8,65/65,2013-06-10,27.0,245.90299999999993,0.3716329768158321,0.027156927093107575,11.00094319916142,0.0,1.4503112439574655,0.30850605176717805,0.0,0.0,16.20944291725484,13.0,10.1,130.0,
root_anchored,2013,8,65/65,2013-06-12,29.0,273.1979999999999,0.3919165002920148,0.03458581328576198,14.956183002085835,0.0,0.9890292469926271,0.5369479058882369,0.0,0.0,19.59472064549099,20.1,17.7,150.0,
root_anchored,2013,8,65/65,2013-06-14,31.0,300.41799999999995,0.41184274811810795,0.0479272184232873,20.285101750982047,0.0,5.332263479628157,0.6945986319094708,0.0,0.0,11.158051955628366,-0.8,3.8,170.0,
root_anchored,2013,8,65/65,2013-06-19,36.0,362.613,0.46028895083906607,0.09880623459155606,42.47783560829219,0.0,0.6465731284157055,1.4506357793209264,0.0,0.0,20.876366873278506,20.9,20.1,220.0,
root_anchored,2013,8,65/65,2013-06-21,38.0,391.698,0.4791824155179334,0.13667883713343304,56.9756396833083,0.0,3.103245706371746,1.505534271150156,0.0,0.0,13.634988674555679,6.2,8.6,240.0,
root_anchored,2013,8,65/65,2013-06-25,42.0,445.30299999999994,0.5162427594925265,0.24544226864380617,100.51169778432157,0.0,0.41870488452091725,2.504399528947048,0.0,0.0,24.982924540327716,33.9,25.1,290.0,
root_anchored,2013,8,65/65,2013-06-27,44.0,474.05299999999994,0.5344405528134383,0.32966890869332244,132.42946756809368,0.0,2.676936396014755,4.22156886061455,0.0,0.0,27.435244375890363,12.3,24.6,320.0,
root_anchored,2013,8,65/65,2013-06-30,47.0,516.9079999999999,0.5613588043136397,0.45365997285806986,192.60402378674806,0.0,0.08634224800616515,3.7610328553974655,0.0,0.0,39.78862690489275,42.2,37.2,365.0,
root_anchored,2013,8,65/65,2013-07-02,49.0,540.3679999999999,0.5790685205413582,0.5648824235609082,240.7997406603542,0.0,2.13195799035997,4.756461766296837,0.0,0.0,40.74043560130551,21.0,34.2,395.0,
root_anchored,2013,8,65/65,2013-07-04,51.0,565.6429999999999,0.5966013738835376,0.5853671658886853,290.2852874988895,0.0,0.5108540045324892,4.9709037985412685,0.0,0.0,53.3034438270885,52.8,43.3,425.0,
root_anchored,2013,8,65/65,2013-07-09,56.0,638.3279999999999,0.6397003778146795,0.7124392818478564,431.20981899322294,0.0,0.05888383556085155,4.7609528828009795,0.0,0.0,59.03265845293905,53.0,49.0,500.0,
root_anchored,2013,8,65/65,2013-07-11,58.0,666.2129999999999,0.6566495007275115,0.776248675938433,493.07734017240284,0.0,1.1902111109955706,7.7434967188647255,0.0,0.0,49.763295723830225,41.3,39.6,540.0,
root_anchored,2013,8,65/65,2013-07-14,61.0,709.9729999999998,0.6818552091781012,0.8399553689455783,590.130859768277,0.0,0.4492174131702981,4.677531032168073,0.0,0.0,50.32965306052168,36.6,43.4,600.0,
root_anchored,2013,8,65/65,2013-07-16,63.0,736.2929999999999,0.6984916254402882,0.8677282976599928,656.3678463635796,0.0,0.5367531466906003,7.307017761060691,0.0,0.0,47.03678933105812,20.5,43.8,640.0,
root_anchored,2013,8,65/65,2013-07-18,65.0,765.0529999999999,0.7150005339685266,0.8771032738832959,722.9407195590533,0.0,0.3821312266543513,5.762813285201656,0.0,0.0,57.97607804346514,52.8,56.4,680.0,
root_anchored,2013,8,65/65,2013-07-23,70.0,831.6079999999998,0.7557472145141575,0.8936846232549956,886.4134333953418,0.1298839456558066,0.015755207880869537,4.927235015125103,0.0,0.0,69.34530617267873,67.2,68.9,780.0,
root_anchored,2013,8,65/65,2013-07-25,72.0,857.3679999999998,0.7718314000764734,0.8964630639274523,951.8215228139283,0.17748730772338894,0.14325692600108828,2.6736537796862105,0.0,0.0,58.653328947007026,46.2,57.6,820.0,V18
root_anchored,2013,8,65/65,2013-07-28,75.0,889.0129999999998,0.7957815046885981,0.8964630639274523,1041.9891904157803,0.27957015147790465,0.12106062019383142,2.1586006061676266,0.0,0.0,68.5291276975007,64.1,69.3,880.0,
root_anchored,2013,8,65/65,2013-07-30,77.0,913.9979999999998,0.8116201598485824,0.8964630639274523,1106.4508107668132,0.3767203286493093,0.27119121450813166,5.128968389598985,0.0,0.0,23.2935724285393,14.4,25.4,910.0,
root_anchored,2013,8,65/65,2013-08-01,79.0,941.2129999999999,0.8273603233068503,0.8964630639274523,1171.5003447494382,0.5039959822847876,0.22837421200247676,4.295986621307178,0.0,0.0,33.696967822039156,37.9,38.7,930.0,R1
