variant,Year,Trt_code,Treatment,Date,dap,gdd_cum,z_root_m,canopy_cover_frac,biomass_t_ha,dry_yield_t_ha,Es_mm,Tr_mm,DeepPerc_mm,IrrDay_mm,SWD_AquaCrop_mm,Canopy_obs
default_maize,2012,4,80/65,2012-07-26,88.0,998.3410000000001,1.4764664037856814,0.9588257236290677,1885.2583890712356,2.0887207014081177,0.03771216870837191,5.722503487309869,0.0,0.0,41.47460986864484,89.09106666666666
default_maize,2012,4,80/65,2012-08-06,99.0,1154.6860000000001,1.6007507235000542,0.9588257236290677,2239.4708307806836,4.759470971894175,0.037811483037365486,5.549753048038765,0.0,30.3,3.2944404984343265,84.04545
default_maize,2012,4,80/65,2012-08-09,102.0,1196.1710000000003,1.6340632040377903,0.9588257236290677,2334.0252463623597,5.608016389155642,0.04020033830326365,5.84591554530955,0.0,0.0,16.15238804074084,84.686825
default_maize,2012,4,80/65,2012-08-16,109.0,1284.6860000000004,1.7000000000000008,0.9458475520671812,2544.790720882121,7.761925401531035,0.057460113062321315,2.8732636571332986,0.0,0.0,15.350067760435932,77.37790000000001
default_maize,2012,4,80/65,2012-08-21,114.0,1336.8930000000003,1.7000000000000008,0.8958822402606674,2677.25518890194,9.403997969293377,0.2358713299006373,3.9296771149063137,0.0,19.3,13.08835670277872,76.86555
default_maize,2012,4,80/65,2012-08-23,116.0,1363.7430000000002,1.7000000000000008,0.8658646567237666,2729.1081281369998,10.090941271934797,0.290279894400015,3.2885717500957288,0.0,0.0,20.446903678070434,78.48495
default_maize,2012,4,80/65,2012-08-27,120.0,1412.7830000000004,1.7000000000000008,0.7792515349074689,2819.742180503086,11.469206552153231,0.018699877722210545,2.8441351146189255,0.0,0.0,33.30747327377939,74.29225
default_maize,2012,4,80/65,2012-08-30,123.0,1455.3730000000005,1.7000000000000008,0.6808699345438762,2874.866363911674,12.491074728302866,0.9851074708562946,3.072019245509703,0.0,0.0,22.843213171982015,65.724225
default_maize,2012,4,80/65,2012-09-05,129.0,1534.5230000000001,1.7000000000000008,0.338085204817724,2935.187488088142,14.110480311083117,0.04930319250620031,0.7652439659914101,0.0,0.0,37.13680388081556,36.5276
default_maize,2012,5,80/50,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8571423136247015,448.3878847692866,0.0,0.5950247586741562,7.326964472298383,0.0,24.1,36.9578878941466,14.183075
default_maize,2012,5,80/50,2012-06-22,54.0,501.466,1.0649501428326793,0.9233090719213252,721.2828017519599,0.0,0.20011337079606287,6.520734286438587,0.0,0.0,62.82964664897892,46.785675
default_maize,2012,5,80/50,2012-06-29,61.0,605.171,1.1538616509788808,0.9539994441694999,966.7051507567304,0.0,0.06132356474101514,6.541844751931454,0.0,32.1,51.2639724015537,80.93205
default_maize,2012,5,80/50,2012-07-06,68.0,709.0210000000001,1.2403244478215725,0.9580844359863769,1211.5971223064435,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,67.69323298697985,70.438
default_maize,2012,5,80/50,2012-07-13,75.0,803.6610000000002,1.3246604042146568,0.9588257236290677,1451.1314881341364,0.38723732495859514,0.03998375988489848,6.3019202324158075,0.0,38.1,40.45530431718872,77.4577
default_maize,2012,5,80/50,2012-07-20,82.0,907.1160000000002,1.407122011552943,0.9588257236290677,1686.7842936446516,1.0143445114035234,0.04469324917773108,6.9029167990000895,0.0,0.0,56.07650777430414,86.53465
default_maize,2012,5,80/50,2012-08-06,99.0,1154.6860000000001,1.6007507235000542,0.9588257236290677,2239.1796102268945,4.759073537309924,0.037811483037365486,5.549753048038765,0.0,30.4,5.37257122378116,83.931375
default_maize,2012,5,80/50,2012-08-09,102.0,1196.1710000000003,1.6340632040377903,0.9588257236290677,2333.7340258085705,5.607577642573927,0.04020033830326365,5.84591554530955,0.0,0.0,18.230518766087677,86.07595
default_maize,2012,5,80/50,2012-08-16,109.0,1284.6860000000004,1.7000000000000008,0.9458475520671812,2544.499500328332,7.761398357187825,0.057460113062321315,2.8732636571332977,0.0,0.0,35.62819848578278,71.62972500000001
default_maize,2012,5,80/50,2012-08-21,114.0,1336.8930000000003,1.7000000000000008,0.8958822402606674,2676.963968348151,9.403412675296092,0.2358713299006373,3.9296771149063137,0.0,15.2,37.466487428125575,63.8776125
default_maize,2012,5,80/50,2012-08-23,116.0,1363.7430000000002,1.7000000000000008,0.8658646567237666,2728.8169075832107,10.090334079654708,0.290279894400015,3.2885717500957288,0.0,0.0,44.8250344034173,65.88142500000001
default_maize,2012,5,80/50,2012-08-27,120.0,1412.7830000000004,1.7000000000000008,0.7792515349074689,2819.4509599492967,11.468555767099854,0.018343183010929395,2.8441351146189255,0.0,0.0,57.66594807019907,62.04305
default_maize,2012,5,80/50,2012-08-30,123.0,1455.3730000000005,1.7000000000000008,0.6808699345438762,2874.575143357885,12.49039069804109,0.9851074708562946,3.072019245509703,0.0,0.0,52.101687968401684,34.84375
default_maize,2012,5,80/50,2012-09-05,129.0,1534.5230000000001,1.7000000000000008,0.338085204817724,2934.896267534353,14.109736976200294,0.03780756454867828,0.7652439659914101,0.0,0.0,66.377000112937,12.691825
default_maize,2012,6,80/40,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.856060375286642,447.92748994040016,0.0,0.6010331244486747,7.321268261071669,0.0,24.1,37.77027140857329,15.07705
default_maize,2012,6,80/40,2012-06-22,54.0,501.466,1.0649501428326793,0.9225870061846352,720.6647385772226,0.0,0.2033882092285732,6.517629586734043,0.0,0.0,63.63038165511913,48.12115
default_maize,2012,6,80/40,2012-06-29,61.0,605.171,1.1538616509788808,0.9420639768497473,965.728331257494,0.0,0.11419195645080214,6.492441481851689,0.0,32.1,52.05721053518682,82.57227499999999
default_maize,2012,6,80/40,2012-07-06,68.0,709.0210000000001,1.2403244478215725,0.9580844359863769,1210.620302807207,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,68.48647112061296,72.105
default_maize,2012,6,80/40,2012-07-13,75.0,803.6610000000002,1.3246604042146568,0.9588257236290677,1450.1546686349,0.3869920965678657,0.03998375988489848,6.3019202324158075,0.0,37.9,41.44854245082184,80.1617
default_maize,2012,6,80/40,2012-07-20,82.0,907.1160000000002,1.407122011552943,0.9588257236290677,1685.8074741454152,1.013797545138643,0.04469324917773108,6.9029167990000895,0.0,0.0,57.46974590793725,90.007225
default_maize,2012,6,80/40,2012-07-26,88.0,998.3410000000001,1.4764664037856814,0.9588257236290677,1883.9903490182103,2.0874962329406954,0.03771216870837191,5.722503487309869,0.0,0.0,44.54597872762479,90.12344999999999
default_maize,2012,6,80/40,2012-08-06,99.0,1154.6860000000001,1.6007507235000542,0.9588257236290677,2238.2027907276583,4.757187212591922,0.037811483037365486,5.549753048038765,0.0,30.4,7.4658093574142805,84.72997499999997
default_maize,2012,6,80/40,2012-08-09,102.0,1196.1710000000003,1.6340632040377903,0.9588257236290677,2332.7572063093344,5.605454118573124,0.04020033830326365,5.84591554530955,0.0,0.0,20.3237568997208,86.447675
default_maize,2012,6,80/40,2012-08-16,109.0,1284.6860000000004,1.7000000000000008,0.9458475520671812,2543.522680829096,7.758728308769595,0.057460113062321315,2.8732636571332986,0.0,0.0,38.2214366194159,78.434425
default_maize,2012,6,80/40,2012-08-21,114.0,1336.8930000000003,1.7000000000000008,0.8958822402606674,2675.987148848915,9.400356384097126,0.2358713299006373,3.9296771149063137,0.0,12.2,43.059725561758704,75.8219
default_maize,2012,6,80/40,2012-08-23,116.0,1363.7430000000002,1.7000000000000008,0.8658646567237666,2727.8400880839745,10.087124492761882,0.290279894400015,3.2885717500957288,0.0,0.0,50.41827253705043,75.5106
default_maize,2012,6,80/40,2012-08-27,120.0,1412.7830000000004,1.7000000000000008,0.7792515349074689,2818.4741404500605,11.465039763507912,0.010215529487807438,2.8441351146189255,0.0,0.0,63.242401590625114,70.09895
default_maize,2012,6,80/40,2012-08-30,123.0,1455.3730000000005,1.7000000000000008,0.6808699345438762,2873.5983238586487,12.486644409931984,0.9851074708562946,3.072019245509703,0.0,0.0,60.77814148882775,49.4234
default_maize,2012,6,80/40,2012-09-05,129.0,1534.5230000000001,1.7000000000000008,0.338085204817724,2933.9194480351166,14.105603541004003,0.01856533707237235,0.7652439659914101,0.0,0.0,75.02373453231087,20.350825
default_maize,2012,7,65/80,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8572011648847009,448.3691461013737,0.0,0.594698065827538,7.327274192367106,0.0,19.6,41.31988786803221,16.12455
default_maize,2012,7,65/80,2012-06-22,54.0,501.466,1.0649501428326793,0.9204257895504484,721.0045119212306,0.0,0.21319763850151383,6.508329789875942,0.0,0.0,75.72067838431902,44.185375
default_maize,2012,7,65/80,2012-06-29,61.0,605.171,1.1538406075759318,0.9376896628307456,962.3562890362562,0.0,0.13364291100493816,6.474263040804371,0.0,26.2,75.15376076303316,81.696925
default_maize,2012,7,65/80,2012-07-06,68.0,709.0210000000001,1.2402983658543834,0.9580844359863769,1205.9686454480295,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,96.32427739348697,68.12434999999999
default_maize,2012,7,65/80,2012-07-13,75.0,803.6610000000002,1.3246343222474677,0.9588257236290677,1445.5030112757224,0.38652286511601397,0.03998375988489848,6.3019202324158075,0.0,29.0,77.98393354205567,77.45416666666667
default_maize,2012,7,65/80,2012-07-20,82.0,907.1160000000002,1.407095929585754,0.9588257236290677,1681.1558167862377,1.0130237951374548,0.04469324917773108,6.9029167990000895,0.0,0.0,98.00513699917107,86.201025
default_maize,2012,7,65/80,2012-07-26,88.0,998.3410000000001,1.4764403218184923,0.9588257236290677,1879.3386916590327,2.0864956411096753,0.03771216870837191,5.722503487309869,0.0,0.0,79.88136981885859,90.47576666666667
default_maize,2012,7,65/80,2012-08-06,99.0,1154.6860000000001,1.600724641532865,0.9588257236290677,2233.551133368481,4.756780888631253,0.037811483037365486,5.549753048038765,0.0,30.4,41.50120044864807,84.82676666666667
default_maize,2012,7,65/80,2012-08-09,102.0,1196.1710000000003,1.6340371220706011,0.9588257236290677,2328.105548950157,5.605450682492848,0.04020033830326365,5.84591554530955,0.0,0.0,54.3591479909546,86.447675
default_maize,2012,7,65/80,2012-08-16,109.0,1284.6860000000004,1.6999739180328117,0.9458475520671812,2538.8710234699183,7.760013521022653,0.057460113062321315,2.8732636571332986,0.0,0.0,50.7568277106497,75.7143
default_maize,2012,7,65/80,2012-08-21,114.0,1336.8930000000003,1.6999739180328117,0.8958822402606674,2671.3354914897373,9.40276970897074,0.2358713299006373,3.9296771149063137,0.0,24.3,43.49511665299249,79.910275
default_maize,2012,7,65/80,2012-08-23,116.0,1363.7430000000002,1.6999739180328117,0.8658646567237666,2723.188430724797,10.090049382589013,0.290279894400015,3.2885717500957288,0.0,0.0,50.85366362828421,77.08070000000001
default_maize,2012,7,65/80,2012-08-27,120.0,1412.7830000000004,1.6999739180328117,0.7792515349074689,2813.822483090883,11.468996729999983,0.04111311697094822,2.8441351146189255,0.0,0.0,63.77058808160808,77.86735
default_maize,2012,7,65/80,2012-08-30,123.0,1455.3730000000005,1.6999739180328117,0.6808699345438762,2868.946666499471,12.491351925552344,0.9851074708562946,3.072019245509703,0.0,0.0,46.10632797981072,76.211275
default_maize,2012,7,65/80,2012-09-05,129.0,1534.5230000000001,1.6999739180328117,0.338085204817724,2929.267790675939,14.11139481994475,1.6799168978341892,0.7652439659914101,0.0,36.5,25.574913478880426,54.344925
default_maize,2012,8,65/65,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8568301369072748,448.2545440789681,0.0,0.596757922473081,7.325321352112352,0.0,19.6,41.70747000181974,15.3065
default_maize,2012,8,65/65,2012-06-22,54.0,501.466,1.0649501428326793,0.9200852502786149,720.8257355347437,0.0,0.2147443253770327,6.506863458518103,0.0,0.0,76.20259191363189,49.432975
default_maize,2012,8,65/65,2012-06-29,61.0,605.171,1.153837588134344,0.9373815977858931,961.7920179534136,0.0,0.13501432573113453,6.4729812984233925,0.0,26.1,75.6486077796066,84.76695000000001
default_maize,2012,8,65/65,2012-07-06,68.0,709.0210000000001,1.2402918492851633,0.9580844359863769,1204.7837277270814,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,96.79732575722208,67.499175
default_maize,2012,8,65/65,2012-07-13,75.0,803.6610000000002,1.3246278056782477,0.9588257236290677,1444.3180935547744,0.38622349084639285,0.03998375988489848,6.3019202324158075,0.0,29.1,78.35698190579076,73.917275
default_maize,2012,8,65/65,2012-07-20,82.0,907.1160000000002,1.407089413016534,0.9588257236290677,1679.9708990652896,1.012355581344707,0.04469324917773108,6.9029167990000895,0.0,0.0,98.77818536290616,85.5342
default_maize,2012,8,65/65,2012-07-26,88.0,998.3410000000001,1.4764338052492723,0.9588257236290677,1878.1537739380847,2.0852650564604986,0.03771216870837191,5.722503487309869,0.0,0.0,79.76239840196739,89.630325
default_maize,2012,8,65/65,2012-08-06,99.0,1154.6860000000001,1.600718124963645,0.9588257236290677,2232.3662156475325,4.754458398189429,0.037811483037365486,5.549753048038765,0.0,30.3,41.782229031756856,83.631775
default_maize,2012,8,65/65,2012-08-09,102.0,1196.1710000000003,1.6340306055013811,0.9588257236290677,2326.9206312292085,5.602836028383275,0.04020033830326365,5.84591554530955,0.0,0.0,54.64017657406338,84.666075
default_maize,2012,8,65/65,2012-08-16,109.0,1284.6860000000004,1.6999674014635917,0.9458475520671812,2537.68610574897,7.756725248384109,0.057460113062321315,2.8732636571332986,0.0,0.0,54.63785629375849,75.883425
default_maize,2012,8,65/65,2012-08-21,114.0,1336.8930000000003,1.6999674014635917,0.8958822402606674,2670.150573768789,9.399005189492422,0.2358713299006373,3.9296771149063137,0.0,19.3,52.37614523610128,75.0305
default_maize,2012,8,65/65,2012-08-23,116.0,1363.7430000000002,1.6999674014635917,0.8658646567237666,2722.0035130038486,10.08609575369389,0.290279894400015,3.2885717500957288,0.0,0.0,59.734692211392996,78.06535
default_maize,2012,8,65/65,2012-08-27,120.0,1412.7830000000004,1.6999674014635917,0.7792515349074689,2812.6375653699347,11.464665198130977,0.01755593949090396,2.8441351146189255,0.0,0.0,72.58993398957612,74.203725
default_maize,2012,8,65/65,2012-08-30,123.0,1455.3730000000005,1.6999674014635917,0.6808699345438762,2867.761748778523,12.486736542866911,0.9851074708562946,3.072019245509703,0.0,0.0,62.12567388777876,64.2744
default_maize,2012,8,65/65,2012-09-05,129.0,1534.5230000000001,1.6999674014635917,0.338085204817724,2928.0828729549908,14.106302825605342,0.051028913435719594,0.7652439659914101,0.0,0.0,76.42158254108018,42.07073333333333
default_maize,2012,9,65/50,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8567454067979267,448.221947139708,0.0,0.5972283968620568,7.3248753204297055,0.0,19.5,41.86912608035612,19.157325
default_maize,2012,9,65/50,2012-06-22,54.0,501.466,1.0649501428326793,0.91944075074337,720.7570485975351,0.0,0.21767233480712034,6.504087568897947,0.0,0.0,78.65701260016169,45.8791
default_maize,2012,9,65/50,2012-06-29,61.0,605.171,1.1538171314668295,0.9362085872350506,959.5424142990519,0.0,0.14023812726595358,6.468099006445255,0.0,26.1,77.61172620662688,78.790125
default_maize,2012,9,65/50,2012-07-06,68.0,709.0210000000001,1.240253721984503,0.9580844359863769,1198.8914726268627,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,98.2461420275211,68.244775
default_maize,2012,9,65/50,2012-07-13,75.0,803.6610000000002,1.3245896783775872,0.9588257236290677,1438.4258384545556,0.38470025018656173,0.03998375988489848,6.3019202324158075,0.0,29.1,79.74661025005787,73.907775
default_maize,2012,9,65/50,2012-07-20,82.0,907.1160000000002,1.4070512857158735,0.9588257236290677,1674.0786439650708,1.0089423203022148,0.04469324917773108,6.9029167990000895,0.0,0.0,100.16781370717328,87.63065
default_maize,2012,9,65/50,2012-07-26,88.0,998.3410000000001,1.4763956779486118,0.9588257236290677,1872.2615188378659,2.0789872290435247,0.03771216870837191,5.722503487309869,0.0,0.0,81.16128133247594,88.49045
default_maize,2012,9,65/50,2012-08-06,99.0,1154.6860000000001,1.6006799976629846,0.9588257236290677,2226.4739605473137,4.742526721276067,0.037811483037365486,5.549753048038765,0.0,30.4,42.98111196226543,82.65859999999999
default_maize,2012,9,65/50,2012-08-09,102.0,1196.1710000000003,1.6339924782007207,0.9588257236290677,2321.0283761289897,5.589379164400224,0.04020033830326365,5.84591554530955,0.0,0.0,55.839059504571956,84.404725
default_maize,2012,9,65/50,2012-08-16,109.0,1284.6860000000004,1.6999292741629313,0.9458475520671812,2531.7938506487512,7.739733791892961,0.057460113062321315,2.8732636571332986,0.0,0.0,61.336739224267056,77.121075
default_maize,2012,9,65/50,2012-08-21,114.0,1336.8930000000003,1.6999292741629313,0.8958822402606674,2664.25831866857,9.379503598505583,0.2358713299006373,3.9296771149063137,0.0,15.2,63.175028166609856,70.82565
default_maize,2012,9,65/50,2012-08-23,116.0,1363.7430000000002,1.6999292741629313,0.8658646567237666,2716.11125790363,10.065594269369628,0.290279894400015,3.2885717500957288,0.0,0.0,70.53357514190157,75.043625
default_maize,2012,9,65/50,2012-08-27,120.0,1412.7830000000004,1.6999292741629313,0.7792515349074689,2806.745310269716,11.442164763250396,0.021937186166827886,2.8441351146189255,0.0,0.0,83.38190564198935,67.54965
default_maize,2012,9,65/50,2012-08-30,123.0,1455.3730000000005,1.6999292741629313,0.6808699345438762,2861.869493678304,12.462735508742004,0.9851074708562946,3.072019245509703,0.0,0.0,78.01764554019198,53.1507
default_maize,2012,9,65/50,2012-09-05,129.0,1534.5230000000001,1.6999292741629313,0.338085204817724,2922.190617854772,14.079789907834323,0.04191546681345301,0.7652439659914101,0.0,0.0,92.2993289863781,15.0176
default_maize,2012,10,65/40,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.856608816919799,448.1606085122232,0.0,0.5979868866244903,7.324156236728369,0.0,19.6,41.86967911906256,14.832275
default_maize,2012,10,65/40,2012-06-22,54.0,501.466,1.0649501428326793,0.9193583286984286,720.6796720181436,0.0,0.21804685738565716,6.5037325040106575,0.0,0.0,78.76213925830753,44.138475
default_maize,2012,10,65/40,2012-06-29,61.0,605.171,1.1538158586350153,0.9361248084903944,959.3126673282673,0.0,0.14061133732348322,6.467750191740502,0.0,26.0,77.78544526708421,76.08477500000001
default_maize,2012,10,65/40,2012-07-06,68.0,709.0210000000001,1.2402506763867502,0.9580844359863769,1198.4180613529686,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,98.37173181166098,71.3211
default_maize,2012,10,65/40,2012-07-13,75.0,803.6610000000002,1.3245866327798346,0.9588257236290677,1437.9524271806615,0.38457857258258077,0.03998375988489848,6.3019202324158075,0.0,29.1,79.87220003419775,72.033725
default_maize,2012,10,65/40,2012-07-20,82.0,907.1160000000002,1.4070482401181208,0.9588257236290677,1673.6052326911768,1.0086699432828492,0.04469324917773108,6.9029167990000895,0.0,0.0,100.39340349131315,88.81825
default_maize,2012,10,65/40,2012-07-26,88.0,998.3410000000001,1.4763926323508592,0.9588257236290677,1871.7881075639718,2.0784848133609755,0.03771216870837191,5.722503487309869,0.0,0.0,80.74814888668081,88.73175
default_maize,2012,10,65/40,2012-08-06,99.0,1154.6860000000001,1.600676952065232,0.9588257236290677,2226.00054927342,4.741574070433305,0.037811483037365486,5.549753048038765,0.0,30.4,42.967979516470294,85.812
default_maize,2012,10,65/40,2012-08-09,102.0,1196.1710000000003,1.633989432602968,0.9588257236290677,2320.554964855096,5.588305333125153,0.04020033830326365,5.84591554530955,0.0,0.0,55.82592705877682,85.72655
default_maize,2012,10,65/40,2012-08-16,109.0,1284.6860000000004,1.6999262285651786,0.9458475520671812,2531.3204393748574,7.738379519779308,0.057460113062321315,2.8732636571332986,0.0,0.0,74.22360677847195,74.232925
default_maize,2012,10,65/40,2012-08-21,114.0,1336.8930000000003,1.6999262285651786,0.8958822402606674,2663.7849073946763,9.377950421230059,0.2358713299006373,3.9296771149063137,0.0,12.2,79.06189572081473,71.721025
default_maize,2012,10,65/40,2012-08-23,116.0,1363.7430000000002,1.6999262285651786,0.8658646567237666,2715.637846629736,10.0639619260834,0.290279894400015,3.2885717500957288,0.0,0.0,86.42044269610645,68.780575
default_maize,2012,10,65/40,2012-08-27,120.0,1412.7830000000004,1.6999262285651786,0.7792515349074689,2806.271898995822,11.440374186911635,0.017710070798761555,2.844135114618925,0.0,0.0,99.26004833388964,58.43705
default_maize,2012,10,65/40,2012-08-30,123.0,1455.3730000000005,1.6999262285651786,0.6808699345438762,2861.39608240441,12.46082614644136,0.9851074708562946,3.072019245509703,0.0,0.0,96.89578823209229,46.412725
default_maize,2012,10,65/40,2012-09-05,129.0,1534.5230000000001,1.6999262285651786,0.338085204817724,2921.717206580878,14.077681589724213,0.01482087760030142,0.7652439659914101,0.0,0.0,111.13560487424105,18.449375
default_maize,2012,11,50/50,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8580590779134691,448.40710878473124,0.0,0.5899371465067921,7.331787766124436,0.0,15.2,44.286085635803175,16.100225000000002
default_maize,2012,11,50/50,2012-06-22,54.0,501.466,1.0649501428326793,0.9133944624648684,720.4034531632451,0.0,0.24519093247559393,6.477998653731136,0.0,0.0,85.28159926239766,44.964625
default_maize,2012,11,50/50,2012-06-29,61.0,605.171,1.153619686777783,0.9290352116967234,942.0557191601445,0.0,0.1722502477129442,6.438177695824601,0.0,20.1,92.42366318061232,59.91915
default_maize,2012,11,50/50,2012-07-06,68.0,709.0210000000001,1.2396872906964271,0.935987085362917,1159.778193136726,0.0,0.14328923329409946,6.438216254985026,0.0,0.0,110.76910623953617,63.63715
default_maize,2012,11,50/50,2012-07-13,75.0,803.6610000000002,1.3239797114340857,0.9383536204860038,1390.7825257984223,0.37257066443581544,0.13054755125488157,6.215237549145146,0.0,18.1,101.6504509219455,66.046025
default_maize,2012,11,50/50,2012-07-20,82.0,907.1160000000002,1.4063774722569904,0.9343270567430663,1609.2540759701617,0.9704872262011007,0.1659507993632862,5.305638393349029,0.0,0.0,118.90484461880021,82.234825
default_maize,2012,11,50/50,2012-07-26,88.0,998.3410000000001,1.4753077563494306,0.9273308068174685,1780.9197271247097,1.97784291112278,0.16947226969412918,5.541973591329489,0.0,0.0,85.36164663832858,89.00403333333334
default_maize,2012,11,50/50,2012-08-06,99.0,1154.6860000000001,1.5995920760638034,0.9273308068174685,2124.0912228363964,4.528462231238827,0.16991857191763282,5.378567331041666,0.0,30.4,46.67319920337697,80.2211
default_maize,2012,11,50/50,2012-08-09,102.0,1196.1710000000003,1.6329045566015394,0.9273308068174685,2215.741595617728,5.34122076219975,0.18065369370320813,5.6667619192612015,0.0,0.0,59.42275194123927,84.00735
default_maize,2012,11,50/50,2012-08-16,109.0,1284.6860000000004,1.69884135256375,0.9147789342415554,2420.1035926273285,7.407368022853952,0.13941806172082716,2.7865370914875776,0.0,0.0,61.6459242222604,72.116375
default_maize,2012,11,50/50,2012-08-21,114.0,1336.8930000000003,1.69884135256375,0.8664548522227195,2548.58897776117,8.984327869667323,0.3357301727769246,3.811929091288891,0.0,15.2,63.280919176115574,72.2823
default_maize,2012,11,50/50,2012-08-23,116.0,1363.7430000000002,1.69884135256375,0.8374232677814641,2598.889072400797,9.644484341356499,0.37569233901560983,3.1900896810630663,0.0,0.0,70.61130831914069,75.16035
default_maize,2012,11,50/50,2012-08-27,120.0,1412.7830000000004,1.69884135256375,0.7536551604439942,2686.7985033454474,10.969076983371119,0.02195073262367875,2.758235527241901,0.0,0.0,83.08171680370418,70.63454999999999
default_maize,2012,11,50/50,2012-08-30,123.0,1455.3730000000005,1.69884135256375,0.6585051382941313,2740.2357612432734,11.950916743625985,1.086028507336296,2.9771205885274568,0.0,0.0,77.02088242245424,58.275075
default_maize,2012,11,50/50,2012-09-05,129.0,1534.5230000000001,1.69884135256375,0.32697999024268654,2798.595049253752,13.505364484822644,0.051350847215078044,0.7382388510021366,0.0,0.0,90.74970797928967,19.558975
default_maize,2012,12,40/40,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8568829145243222,448.37345250061236,0.0,0.5964648820657383,7.325599168097734,0.0,12.1,46.89471549679275,19.879575
default_maize,2012,12,40/40,2012-06-22,54.0,501.466,1.0649501428326793,0.9076460612913995,719.1147417336206,0.0,0.271439104222803,6.31980661654015,0.0,0.0,90.77753074525926,39.425925
default_maize,2012,12,40/40,2012-06-29,61.0,605.171,1.1532099494365704,0.9165090436063705,920.2247403416004,0.0,0.2284357060747751,6.3856535172971896,0.0,16.2,101.67045066460668,48.595974999999996
default_maize,2012,12,40/40,2012-07-06,68.0,709.0210000000001,1.2384326065973077,0.9230360114505181,1124.0328139985663,0.0,0.20202342463732129,6.386052123117363,0.0,0.0,116.51505458691895,60.334424999999996
default_maize,2012,12,40/40,2012-07-13,75.0,803.6610000000002,1.3224994618719539,0.9232601213140027,1339.7210055901285,0.35862318110172,0.19789517986216618,6.129083542414226,0.0,12.1,111.26946227143387,56.388675
default_maize,2012,12,40/40,2012-07-20,82.0,907.1160000000002,1.4044013713071708,0.909249512581202,1520.7838751405413,0.9130736006029815,0.29162119598580116,3.5718460244290173,0.0,0.0,125.4067720728244,68.126225
default_maize,2012,12,40/40,2012-07-26,88.0,998.3410000000001,1.4721936086933267,0.8979018643908585,1674.2974321247998,1.850953282428947,0.27259358178767823,5.328243279355675,0.0,0.0,90.94703448792247,86.33556666666668
default_maize,2012,12,40/40,2012-08-06,99.0,1154.6860000000001,1.5964779284076995,0.8979018643908585,2004.3076001749573,4.262469462663001,0.29531331966179875,5.173277811964074,0.0,30.3,51.735208548005325,77.32625
default_maize,2012,12,40/40,2012-08-09,102.0,1196.1710000000003,1.6297904089454356,0.8979018643908585,2092.466742824464,5.033231556611535,0.3139706354319,5.451113287948965,0.0,0.0,64.25713119804006,78.7561
default_maize,2012,12,40/40,2012-08-16,109.0,1284.6860000000004,1.6957272049076462,0.8857483268348402,2289.081419314479,6.995525344674758,0.009334074852303014,2.6811625891123305,0.0,0.0,81.24784528641997,65.414825
default_maize,2012,12,40/40,2012-08-21,114.0,1336.8930000000003,1.6957272049076462,0.8389578147320429,2412.7115784428966,8.49492766392493,0.4312049408674212,3.6678590662798687,0.0,12.2,85.44801045841827,64.39429999999997
default_maize,2012,12,40/40,2012-08-23,116.0,1363.7430000000002,1.6957272049076462,0.8108475507309089,2461.108320758327,9.123011965336708,0.45761230061530833,3.0693102347757595,0.0,0.0,92.69687358787041,68.46505
default_maize,2012,12,40/40,2012-08-27,120.0,1412.7830000000004,1.6957272049076462,0.7297378332473042,2545.670563235433,10.383365004775522,0.02577880278785411,2.652657456930535,0.0,0.0,104.70956049229089,64.0904
default_maize,2012,12,40/40,2012-08-30,123.0,1455.3730000000005,1.6957272049076462,0.6376074072363306,2597.0376071248133,11.317435387200552,1.1842030974307496,2.8608347070928843,0.0,0.0,101.68251256652412,61.1787
default_maize,2012,12,40/40,2012-09-05,129.0,1534.5230000000001,1.6957272049076462,0.31660324524859956,2653.021414151957,12.795107294710151,0.03803661609687081,0.7061988841671739,0.0,0.0,114.75392284790344,22.23345
default_maize,2013,1,100/100,2013-06-18,35.0,349.193,0.8073556073605817,0.3822984696290846,138.52342105612846,0.0,0.14368306219974752,3.6226891088077227,0.0,0.0,32.738914499996845,15.1425
default_maize,2013,1,100/100,2013-06-25,42.0,445.30299999999994,0.9055384139650032,0.7299677380197288,322.66243200316484,0.0,0.03516923542697749,5.73800946375848,0.0,0.0,56.47686078141759,25.877499999999998
default_maize,2013,1,100/100,2013-06-27,44.0,474.05299999999994,0.932816796307215,0.7935211267120339,385.41682886279204,0.0,1.091802726682614,7.965125525416081,0.0,0.0,52.902023201330536,32.125
