variant,Year,Trt_code,Treatment,Date,dap,gdd_cum,z_root_m,canopy_cover_frac,biomass_t_ha,dry_yield_t_ha,Es_mm,Tr_mm,DeepPerc_mm,IrrDay_mm,SWD_AquaCrop_mm,Canopy_obs
default_maize,2012,3,80/80,2012-06-29,61.0,605.171,1.1538616509788808,0.9539994441694999,966.7171956503096,0.0,0.06132356474101514,6.541844751931454,0.0,32.1,50.532949785070855,81.29745
default_maize,2012,3,80/80,2012-07-06,68.0,709.0210000000001,1.2403244478215725,0.9580844359863769,1211.6091672000227,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,66.96221037049699,70.213525
default_maize,2012,3,80/80,2012-07-13,75.0,803.6610000000002,1.3246604042146568,0.9588257236290677,1451.1435330277156,0.38722584477014793,0.03998375988489848,6.3019202324158075,0.0,38.1,39.72428170070588,76.216875
default_maize,2012,3,80/80,2012-07-20,82.0,907.1160000000002,1.407122011552943,0.9588257236290677,1686.7963385382309,1.014313263559225,0.04469324917773108,6.9029167990000895,0.0,0.0,54.84548515782129,89.39495
default_maize,2012,3,80/80,2012-08-06,99.0,1154.6860000000001,1.6007507235000542,0.9588257236290677,2239.191655120474,4.758918546326616,0.037811483037365486,5.549753048038765,0.0,30.4,3.5415486072983153,85.605375
default_maize,2012,3,80/80,2012-08-09,102.0,1196.1710000000003,1.6340632040377903,0.9588257236290677,2333.74607070215,5.607393795868534,0.04020033830326365,5.84591554530955,0.0,0.0,16.399496149604836,86.86025000000001
default_maize,2012,3,80/80,2012-08-16,109.0,1284.6860000000004,1.7000000000000008,0.9458475520671812,2544.5115452219115,7.761140578629421,0.057460113062321315,2.8732636571332986,0.0,0.0,3.0971758692999307,79.347925
default_maize,2012,3,80/80,2012-08-21,114.0,1336.8930000000003,1.7000000000000008,0.8958822402606674,2676.9760132417305,9.40309815812443,0.2358713299006373,3.9296771149063137,0.0,24.4,-4.264535188357283,81.56815
default_maize,2012,3,80/80,2012-08-23,116.0,1363.7430000000002,1.7000000000000008,0.8658646567237666,2728.82895247679,10.089995724255601,0.290279894400015,3.2885717500957288,0.9597463851487463,0.0,6.81605362092681,79.0277
default_maize,2012,3,80/80,2012-08-27,120.0,1412.7830000000004,1.7000000000000008,0.7792515349074689,2819.463004842876,11.468169569083084,0.07559715641170102,2.8441351146189255,0.00017006432181358567,0.0,19.966643735707258,78.183125
default_maize,2012,3,80/80,2012-08-30,123.0,1455.3730000000005,1.7000000000000008,0.6808699345438762,2874.5871882514643,12.489969067017865,0.9851074708562946,3.072019245509703,1.0377218888803637,0.0,6.799779226169413,78.0342
default_maize,2012,3,80/80,2012-09-05,129.0,1534.5230000000001,1.7000000000000008,0.338085204817724,2934.9083124279323,14.109259466734786,1.6799168978341892,0.7652439659914101,1.4780035898244412e-06,36.4,-13.483641008237669,57.54515
default_maize,2012,4,80/65,2012-06-14,46.0,396.77600000000007,0.9597896923770569,0.8575724390779973,448.55001540894636,0.0,0.5926373664601705,7.329227831561488,0.0,24.1,36.56772584660658,15.344
default_maize,2012,4,80/65,2012-06-22,54.0,501.466,1.0649501428326793,0.9236997308155185,721.5134720322591,0.0,0.19834210682366338,6.5224135273676005,0.0,0.0,61.944546822427625,46.5183
default_maize,2012,4,80/65,2012-06-29,61.0,605.171,1.1538616509788808,0.9539994441694999,966.9963713105192,0.0,0.06132356474101514,6.541844751931454,0.0,32.1,50.38584167620688,80.294425
default_maize,2012,4,80/65,2012-07-06,68.0,709.0210000000001,1.2403244478215725,0.9580844359863769,1211.8883428602323,0.0,0.04392772168313323,6.52634633977945,0.0,0.0,66.81510226163302,71.150275
default_maize,2012,4,80/65,2012-07-13,75.0,803.6610000000002,1.3246604042146568,0.9588257236290677,1451.4227086879253,0.3872970121625553,0.03998375988489848,6.3019202324158075,0.0,38.1,39.57717359184191,76.875975
default_maize,2012,4,80/65,2012-07-20,82.0,907.1160000000002,1.407122011552943,0.9588257236290677,1687.0755141984405,1.0144724207444502,0.04469324917773108,6.9029167990000895,0.0,0.0,54.498377048957316,85.897825
