variant,Year,Trt_code,Treatment,Date,dap,gdd_cum,z_root_m,canopy_cover_frac,biomass_t_ha,dry_yield_t_ha,Es_mm,Tr_mm,DeepPerc_mm,IrrDay_mm,SWD_AquaCrop_mm
default_maize,2013,4,80/65,2013-07-02,49.0,540.3679999999999,0.9997138505472563,0.8508649458357448,545.7388092479421,0.0,0.5499049997978454,6.222191030689103,0.0,0.0,75.10481280863424
default_maize,2013,4,80/65,2013-07-03,50.0,552.6429999999999,1.012886934468944,0.8539192759218758,578.967603159211,0.0,0.5443575128488514,6.486668662807917,0.0,0.0,82.13583898429101
default_maize,2013,4,80/65,2013-07-04,51.0,565.6429999999999,1.0259954918750709,0.8532615851264926,609.1993174469426,0.0,0.5936864313564345,6.398191903206301,0.0,0.0,89.12771731885371
default_maize,2013,4,80/65,2013-07-05,52.0,581.0329999999999,1.0390182748385932,0.868804223232876,642.783195510012,0.0,0.36054290065233724,5.01657389731643,0.0,20.8,69.3868341168225
default_maize,2013,4,80/65,2013-07-06,53.0,595.8729999999999,1.052002656608938,0.8820045146072389,676.6790630718493,0.0,0.36074688694846296,5.889250938472857,0.0,0.0,75.38283194224378
default_maize,2013,4,80/65,2013-07-07,54.0,610.3679999999999,1.0649272441096622,0.8916539204381475,710.8013555823187,0.0,0.3154937505812392,5.833972509400366,0.0,0.0,80.77029820222539
default_maize,2013,4,80/65,2013-07-08,55.0,624.5529999999999,1.077793477265904,0.8935719109474605,744.968495036209,0.0,0.3273119349419233,6.220050394880092,0.0,0.0,87.3176605320474
default_maize,2013,4,80/65,2013-07-09,56.0,638.3279999999999,1.0906027343565774,0.8932536740715767,777.773792994475,0.0,0.12630401362020846,6.208295368314706,0.0,0.0,93.40835936540851
default_maize,2013,4,80/65,2013-07-10,57.0,651.9779999999998,1.1033479066139333,0.9025609240056337,812.1504347609825,0.0,0.30941298946112755,6.745770453794088,0.0,32.4,68.06354280866373
default_maize,2013,4,80/65,2013-07-11,58.0,666.2129999999999,1.1160471182846063,0.9104577064683778,846.7102234572512,0.0,0.34213116081453904,8.546843695227624,0.0,0.0,76.95251766470588
default_maize,2013,4,80/65,2013-07-12,59.0,681.4629999999999,1.1286931549156378,0.917154458777322,881.4246929351251,0.0,0.2001660419276596,5.694974728419285,0.0,0.0,74.97365843505283
default_maize,2013,4,80/65,2013-07-13,60.0,697.2579999999998,1.1412871829093714,0.9228295572006585,916.1779301825284,0.0,0.1660474122447367,5.332258419117231,0.0,0.0,73.35996426641479
default_maize,2013,4,80/65,2013-07-14,61.0,709.9729999999998,1.1538303231049067,0.9276340490118005,950.9480457936183,0.0,0.13800418014362564,4.968411458535113,0.0,0.0,77.45037990509353
default_maize,2013,4,80/65,2013-07-15,62.0,724.1879999999999,1.166323653311549,0.9312823267108242,985.707324593809,0.0,0.1119486749346414,4.434156110383425,0.0,0.0,81.99648469041158
default_maize,2013,4,80/65,2013-07-16,63.0,736.2929999999999,1.1787682106609014,0.9347587910066888,1020.4506192642665,0.0,0.17454056966786488,7.640805908251211,0.0,26.4,63.41183116833066
default_maize,2013,4,80/65,2013-07-17,64.0,750.7229999999998,1.1911649937933866,0.9376826819184572,1055.1645085699197,0.0,0.15945149461012648,7.653906083530041,0.0,0.0,71.22518874647083
default_maize,2013,4,80/65,2013-07-18,65.0,765.0529999999999,1.2035149648933714,0.9401008898717915,1089.8369178590474,0.0,0.11517558527980795,6.005294094322292,0.0,0.0,74.29765842607294
default_maize,2013,4,80/65,2013-07-19,66.0,777.4329999999999,1.2158190515856497,0.957345511174592,1124.7863584526037,0.0,0.029933152525104225,4.1537212619972586,0.0,15.3,61.14931284059529
default_maize,2013,4,80/65,2013-07-20,67.0,790.7079999999999,1.2280781487047716,0.9577450402955893,1159.646843892333,0.0,0.03823025961938761,5.499751893199208,0.0,0.0,66.68729499341389
default_maize,2013,4,80/65,2013-07-21,68.0,804.1029999999998,1.2402931199475984,0.9580844359863769,1194.416971467053,0.0,0.033871761188158024,5.028122644980874,0.0,0.0,71.49528939958292
default_maize,2013,4,80/65,2013-07-22,69.0,818.7129999999999,1.2524647994184663,0.9583727489750213,1229.0955582954173,0.0,0.04117516575452436,6.28060046728829,0.0,0.0,77.81706503262573
default_maize,2013,4,80/65,2013-07-23,70.0,831.6079999999998,1.2645939930754542,0.9586176677576618,1263.6816068877972,0.18415286574100184,0.03645761610921483,5.692437631866298,0.0,0.0,83.54596028060124
default_maize,2013,4,80/65,2013-07-24,71.0,845.7579999999998,1.276681480085468,0.9588257236290677,1298.1742761061082,0.21364615216002913,0.029720066394990585,4.733959625160032,0.0,32.4,55.90963997215626
default_maize,2013,4,80/65,2013-07-25,72.0,857.3679999999998,1.2887280140951434,0.9588257236290677,1331.666048821578,0.24749794751388915,0.017966154917248064,2.7786973454764072,0.0,0.0,58.70630347254991
default_maize,2013,4,80/65,2013-07-26,73.0,870.5429999999998,1.3007343244239393,0.9588257236290677,1365.9633086701447,0.2867381149156989,0.03702895831481539,5.864741700688758,0.0,0.0,64.1000741315535
default_maize,2013,4,80/65,2013-07-27,74.0,878.7529999999998,1.3127011171852285,0.9588257236290677,1393.3615095498446,0.33014829309696986,0.024512522417207947,3.1014016963811746,0.0,0.0,66.71798835035187
default_maize,2013,4,80/65,2013-07-28,75.0,889.0129999999998,1.3246290763406827,0.9588257236290677,1425.3406595859349,0.3809208147821013,0.015182469130769859,2.2421119536101872,0.0,0.0,68.46728277309283
