variant,Year,Trt_code,Date,z_model,z_USDA,SWD_modelroot,SWD_USDAroot,Canopy_AC,Es,Tr
gross95,2012,1,2012-06-09,0.1377564558858354,,7.293768973903719,,0.7785236568124959,2.615345999764481,0.06767471624571711
gross95,2012,1,2012-06-10,0.14685565573515227,,9.383364228520495,,0.7761150048324246,2.008299727962613,0.030328642185426774
gross95,2012,1,2012-06-11,0.15438508551606453,,10.723641579252819,,0.7685993341633568,1.3270184313854096,0.0
gross95,2012,1,2012-06-12,0.15438508551606453,,11.690181331555372,,0.7595801806190938,0.9621374691924268,0.0
gross95,2012,1,2012-06-13,0.15438508551606453,0.54,12.654149389532995,58.87404748350003,0.7488958420406239,0.9627826720922796,0.0
gross95,2012,1,2012-06-14,0.15438508551606453,,-11.23780793885862,,0.881583666529788,8.197943495280716,0.11904260327323311
gross95,2012,1,2012-06-15,0.16330933789316346,0.58,1.2732595991254958,46.75559732505833,1.0377808467655316,4.793091847405902,0.11657679246719131
gross95,2012,1,2012-06-16,0.17218690280641855,,4.71164617680259,,1.2149804803727091,2.3159306601894074,0.13247029131982002
gross95,2012,1,2012-06-17,0.1810190541208819,,6.974640308593386,,1.3790401617664738,1.7970621856021882,0.17207522767633998
gross95,2012,1,2012-06-18,0.18980700406595394,0.64,11.80084258243943,68.10232046866275,1.49568949417491,4.932537522914832,0.06602357013428621
gross95,2012,1,2012-06-19,0.1971599626689074,,-9.021448965173473,,1.7606926814707498,9.465255842484716,0.27756896135318343
gross95,2012,1,2012-06-20,0.20586292078731022,0.68,-1.1767122330564905,57.70826881549348,2.07264858826516,2.3388183510120255,0.20312905777893395
gross95,2012,1,2012-06-21,0.2145249848676612,,2.8104590143033295,,2.4390076717844633,2.320991269054395,0.3759398609703358
gross95,2012,1,2012-06-22,0.22314715934800994,,7.577079744009959,,2.8570511928458417,4.597516295551961,0.324329541354841
gross95,2012,1,2012-06-23,0.23173040482271096,,10.746192638894303,,3.1441501563295717,2.7309785895727132,0.42847912053498566
gross95,2012,1,2012-06-24,0.24026441818925498,0.76,12.698875303317793,85.75782369735364,3.1411213042832626,1.6366231598306595,0.31234477658653065
gross95,2012,1,2012-06-25,0.24864763606858048,,-15.908948149604877,,3.6976587143271322,8.92426343959315,0.5616124754703345
gross95,2012,1,2012-06-26,0.2571194591562644,0.8,0.6839965829292365,70.8066184622038,4.352802277643715,5.173852613407442,0.568890102177372
gross95,2012,1,2012-06-27,0.2655558084255564,,6.995122529158333,,5.120692326260626,3.865702093549304,0.47820101703288176
gross95,2012,1,2012-06-28,0.2739574619998996,0.84,10.134502440221748,85.58725351130248,5.85352754999166,2.246657909583396,0.6347996153493259
gross95,2012,1,2012-06-29,0.28232516760685405,,-20.934261345171414,,6.8906435180539445,6.202461354684841,0.7553197866710741
gross95,2012,1,2012-06-30,0.29065964426819807,,-0.8579520981942226,,8.11151355954009,5.391298804137191,0.8819088493088494
gross95,2012,1,2012-07-01,0.2989615838690411,,6.440604937172692,,9.506667761690563,2.6719646376380526,1.2421577829662036
gross95,2012,1,2012-07-02,0.30723165261648416,,12.726517018601706,,10.884218835361828,4.1985726522973374,1.4262581730431516
gross95,2012,1,2012-07-03,0.3154704923972795,0.92,15.269338746144953,88.04491786474111,11.577417267889157,1.2799029253535872,1.1382705601708138
gross95,2012,1,2012-07-04,0.3236787220430008,,-18.85106374128219,,13.628680239644536,6.135691409150677,1.6039071290379585
gross95,2012,1,2012-07-05,0.33185693851038817,0.94,-0.5448520591825914,64.47744876199152,16.04338176439783,4.973507121955878,1.7097880303140471
gross95,2012,1,2012-07-06,0.3400057179837907,,4.67511373703395,,18.855921821253347,5.036750052017957,1.9482724601646166
gross95,2012,1,2012-07-07,0.34812561690596694,,-14.547612077272163,,21.46774299895287,3.3190117664203913,1.513474101519822
gross95,2012,1,2012-07-08,0.3562171729429104,,-5.817783991036938,,23.507462106746292,2.459754968527144,1.230338872329935
gross95,2012,1,2012-07-09,0.36428090588784595,,3.6632361509916684,,24.872286773710258,3.142550952434383,2.146637644165839
gross95,2012,1,2012-07-10,0.37231731850906574,0.97,8.861181441049533,62.01293907660171,24.872286773710258,1.5620602664622867,2.4633000338708073
gross95,2012,1,2012-07-11,0.3803268973458597,,12.188480653345074,,24.872286773710258,0.7954457130462157,2.3447572889454564
gross95,2012,1,2012-07-12,0.38831011345641103,0.98,15.237159235113031,70.10331450332781,24.872286773710258,0.5746689851121307,2.423184836226385
gross95,2012,1,2012-07-13,0.3962674231211904,,-24.374614485329356,,24.872286773710258,4.4010523663008465,2.428383434240222
gross95,2012,1,2012-07-14,0.40419926850507965,,-1.5875637842852333,,24.872286773710258,5.251246181993109,2.908339998983701
gross95,2012,1,2012-07-15,0.4121060782811747,,8.014507923008647,,24.872286773710258,1.7483416001887888,2.5736189488597496
gross95,2012,1,2012-07-16,0.41998826821897545,,9.976892420549296,,24.872286773710258,4.627096435487415,2.54760293086427
gross95,2012,1,2012-07-17,0.4278462417394426,1.005,15.417621874047928,54.124573198342524,24.872286773710258,2.837745664481879,2.3680346251249427
gross95,2012,1,2012-07-18,0.43568039043919676,,-7.603055780602907,,24.872286773710258,4.720943316626788,2.5955286329422975
